Prev_start_date,Prev_expiry_date,New_drop_date,CnAdrPrf_ZIP,CnAttrCat_1_01_Comments,CnAttrCat_2_01_Comments,CnAttrCat_4_01_Description,CnAttrCat_5_01_Description,CnBio_Age,CnBio_Constit_Code,CnBio_ID,CnBio_Import_ID,CnMem_1_01_Consecutive_Years,CnMem_1_01_Cur_Category_description,CnMem_1_01_Cur_Expires_on,CnMem_1_01_Date_Joined,CnMem_1_01_Last_Dropped_Date,CnMem_1_01_Standing,Number_of_Records
,,,60516,,,,,,Individuals,174661,01894-593-0000155251,5,Morton 4,11/30/14,11/17/08,,Active,1
,,,60302,,,,,50,Individuals,174720,01894-593-0000155346,5,2 YR Morton 6,5/31/16,11/18/08,,Active,1
,,,60106,,,Recipient,,66,Individuals,165943,01894-593-0000139268,6,Morton 1,4/30/15,12/6/07,,Active,1
,,,60517,,,,,,Volunteers,174687,01894-593-0000155294,5,Morton 4,11/30/15,11/21/08,,Active,1
,,,60540,,,Recipient,,,Individuals,166500,01894-593-0000140139,6,Morton 1,3/31/15,12/18/07,,Active,1
,,,60515,,,,,,Individuals,174633,01894-593-0000155197,5,2 YR Morton 6,11/30/15,11/13/08,,Active,1
,,,60515,,,Recipient,,65,Individuals,165655,01894-593-0000138821,6,Morton 2,1/31/15,11/26/07,,Active,1
,,,60560,,,Recipient,Donor,,Individuals,174738,01894-593-0000155382,4,2 YR Morton 2,5/31/16,5/18/10,,Active,1
,,,60517,,,Recipient,Donor,62,Individuals,155991,01894-593-0000120921,7,Morton 4,1/31/15,11/24/06,,Active,1
,,,60148,,,,,,Individuals,175007,01894-593-0000155834,5,Morton 2,1/31/15,12/6/08,,Active,1
,,,60555,,,,Donor,,Individuals,175017,01894-593-0000155852,5,2 YR Morton 2,12/31/14,12/7/08,,Active,1
,,,60561,,,,Donor,,Volunteers,175058,01894-593-0000155915,5,2 YR Morton 1,1/31/15,12/9/08,,Active,1
,,,60515,,,,,,Individuals,174739,01894-593-0000155385,5,Morton 6,1/31/15,11/23/08,,Active,1
,,,60439,,,Recipient,,71,Individuals,165559,01894-593-0000138664,7,Morton 4,1/31/15,11/12/07,,Active,1
,,,60185,,,,Donor,,Individuals,173513,01894-593-0000153254,6,2 YR Morton 1,1/31/15,10/13/08,,Active,1
,,,60543,,,,,,Individuals,172967,01894-593-0000152234,6,Morton 4,12/31/14,9/7/08,,Active,1
,,,60115,,,,,,Individuals,173037,01894-593-0000152368,6,2 YR Morton 2,9/30/15,9/15/08,,Active,1
,,,60565,,,,,50,Individuals,173153,01894-593-0000152586,6,2 YR Morton 2,12/31/14,9/19/08,,Active,1
,,,60534,,,,,,Individuals,153171,01894-593-0000115534,8,Morton 6,10/31/15,7/17/06,,Active,1
,,,60540,,,,,53,Individuals,175153,01894-593-0000156051,5,Morton 4,3/31/15,12/13/08,,Active,1
,,,60706,,,,,43,Individuals,176340,01894-593-0000158089,5,2 YR Morton 4,4/30/16,3/6/09,,Active,1
,,,60532,,,,Donor,,Individuals,176433,01894-593-0000158257,5,Morton 4,3/31/15,3/14/09,,Active,1
,,,60491,,,,,38,Individuals,176368,01894-593-0000158139,5,Morton 6,5/31/15,3/15/09,,Active,1
,,,60527,,,,,,Individuals,176490,01894-593-0000158358,5,Morton 1,6/30/15,3/16/09,,Active,1
,,,60515,,,,,,Individuals,176515,01894-593-0000158409,5,2 YR Morton 2,5/31/16,3/17/09,,Active,1
,,,60563,,,,,43,Individuals,176522,01894-593-0000158423,5,Morton 6,4/30/15,3/17/09,,Active,1
,,,60172,,,,,,Individuals,176620,01894-593-0000158606,5,2 YR Morton 2,5/31/15,3/22/09,,Active,1
,,,60585,,,,,51,Individuals,176639,01894-593-0000158643,5,2 YR Morton 2,3/31/15,3/22/09,,Active,1
,,,60565,,,,,,Individuals,176645,01894-593-0000158656,5,2 YR Morton 4,3/31/15,3/22/09,,Active,1
,,,60540,,,,,66,Individuals,173201,01894-593-0000152679,6,Morton 2,9/30/15,9/24/08,,Active,1
,,,60516,,,,,,Individuals,173154,01894-593-0000152588,6,Morton 4,9/30/15,9/25/08,,Active,1
,,,60515,,,,,43,Individuals,171668,01894-593-0000149805,6,Morton 4,10/31/15,7/8/08,,Active,1
,,,60532,,,Recipient,,,Individuals,128887,01894-079-0070980,11,Morton 4,1/31/15,12/6/02,,Active,1
,,,60137,,,,,,Individuals,171380,01894-593-0000149251,6,2 YR Morton 4,8/31/15,7/9/08,,Active,1
,,,60187,,,,,,Individuals,171465,01894-593-0000149430,6,2 YR Morton 2,10/31/16,7/10/08,,Active,1
,,,60523,,,,,,Employee,171727,01894-593-0000149921,6,Morton 1,9/30/15,7/11/08,,Active,1
,,,60181,,,,Donor,62,Individuals,171812,01894-593-0000150080,6,2 YR Morton 6,7/31/15,7/13/08,,Active,1
,,,60527,,,,,,Individuals,171837,01894-593-0000150123,6,2 YR Morton 2,7/31/16,7/13/08,,Active,1
,,,60304,,,,,42,Individuals,155921,01894-593-0000120791,7,2 YR Morton 4,1/31/16,11/19/06,,Active,1
,,,60523,,,,Donor,70,Individuals,108074,01894-079-0040035,7,Morton 2,7/31/15,7/19/07,,Active,1
,,,60137,,,,,72,Individuals,171872,01894-593-0000150189,6,Morton 4,12/31/14,7/16/08,,Active,1
,,,60516,,,,,50,Individuals,171663,01894-593-0000149796,6,Morton 1,10/31/15,7/17/08,,Active,1
,,,60558,,,,,56,Individuals,171977,01894-593-0000150380,6,2 YR Morton 1,8/31/16,7/20/08,,Active,1
,,,60532,,,,,,Individuals,173319,01894-593-0000152902,6,Morton 6,2/28/15,9/28/08,,Active,1
,,,60560,,,,,52,Individuals,173326,01894-593-0000152919,6,2 YR Morton 6,1/31/16,9/28/08,,Active,1
,,,60523,,,,,,Individuals,173486,01894-593-0000153203,6,2 YR Morton 1,1/31/16,10/3/08,,Active,1
,,,60502,,,,,51,Individuals,173438,01894-593-0000153116,6,Morton 6,12/31/15,10/4/08,,Active,1
,,,60515-2709,,,,,52,Individuals,173521,01894-593-0000153266,6,2 YR Morton 4,1/31/16,10/9/08,,Active,1
,,,60532,,,,,,Individuals,173522,01894-593-0000153267,6,2 YR Morton 1,11/30/15,10/9/08,,Active,1
,,,60126,,,,,51,Individuals,173617,01894-593-0000153434,6,2 YR Morton 1,6/30/16,10/11/08,,Active,1
,,,60137,,,,,58,Individuals,173620,01894-593-0000153437,6,Morton 1,3/31/15,10/11/08,,Active,1
,,,60304,,,,,53,Individuals,173673,01894-593-0000153534,6,2 YR Morton 2,10/31/15,10/11/08,,Active,1
,,,60538,,,,,57,Individuals,173649,01894-593-0000153486,6,Morton 2,2/28/15,10/12/08,,Active,1
,,,60302,,,,,69,Volunteers,176232,01894-593-0000157879,5,2 YR Morton 1,3/31/16,2/28/09,,Active,1
,,,60514,,,,,,Individuals,173656,01894-593-0000153498,6,Morton 4,2/28/15,10/11/08,,Active,1
,,,60625,,,,,42,Individuals,173661,01894-593-0000153507,6,Morton 4,12/31/14,10/11/08,,Active,1
,,,60181,,,,,61,Individuals,173665,01894-593-0000153516,6,2 YR Morton 6,11/30/15,10/11/08,,Active,1
,,,60525,,,,,37,Individuals,173816,01894-593-0000153782,6,2 YR Morton 6,12/31/15,10/13/08,,Active,1
,,,60632,,,,,58,Individuals,173885,01894-593-0000153923,6,2 YR Morton 1,10/31/15,10/13/08,,Active,1
,,,60525,,,,,,Individuals,173555,01894-593-0000153332,6,Morton 1,12/31/14,10/14/08,,Active,1
,,,60154,,,,,67,Individuals,173970,01894-593-0000154066,6,Morton 4,11/30/15,10/17/08,,Active,1
,,,60439,,,,,67,Individuals,173974,01894-593-0000154075,6,Morton 1,12/31/14,10/17/08,,Active,1
,,,60305,,,,,64,Individuals,173698,01894-593-0000153580,6,2 YR Morton 4,11/30/15,10/18/08,,Active,1
,,,60137,,,,Donor,49,Individuals,174027,01894-593-0000154157,6,Morton 2,3/31/15,10/18/08,,Active,1
,,,60137,,,,,,Individuals,174066,01894-593-0000154225,6,2 YR Morton 2,10/31/15,10/18/08,,Active,1
,,,60532,,,,,,Individuals,174047,01894-593-0000154198,6,2 YR Morton 4,10/31/15,10/19/08,,Active,1
,,,60438,,,,,,Individuals,178515,01894-593-0000161879,5,2 YR Morton 1,5/31/15,5/23/09,,Active,1
,,,60189,,,,,,Individuals,178542,01894-593-0000161929,5,Morton 1,9/30/15,5/23/09,,Active,1
,,,60189,,,,,,Individuals,178547,01894-593-0000161936,5,Morton 2,6/30/15,5/23/09,,Active,1
,,,60187,,,,,58,Individuals,178668,01894-593-0000162129,5,Morton 2,7/31/15,5/25/09,,Active,1
,,,60068-4542,,,,,,Individuals,178716,01894-593-0000162220,5,2 YR Morton 2,5/31/16,5/25/09,,Active,1
,,,60525,,,,,,Individuals,178734,01894-593-0000162256,5,Morton 2,6/30/15,5/25/09,,Active,1
,,,60560,,,,,71,Individuals,178771,01894-593-0000162331,5,Morton 4,5/31/15,5/26/09,,Active,1
,,,60563,,,,,71,Individuals,178377,01894-593-0000161652,5,Morton 4,6/30/15,5/27/09,,Active,1
,,,60540,,,,,,Individuals,178442,01894-593-0000161752,5,2 YR Morton 4,7/31/16,5/27/09,,Active,1
,,,60189,,,Recipient,,,Individuals,169530,01894-593-0000145733,6,2 YR Morton 1,7/31/15,5/16/08,,Active,1
,,,60565,,,,,,Individuals,178819,01894-593-0000162413,5,Morton 4,7/31/15,5/28/09,,Active,1
,,,60525,,,,,59,Individuals,178636,01894-593-0000162079,5,2 YR Morton 2,6/30/15,5/29/09,,Active,1
,,,60440,,,,,64,Individuals,176241,01894-593-0000157896,5,2 YR Morton 2,4/30/15,3/2/09,,Active,1
,,,60189,,,Recipient,,,Individuals,222505,01894-593-0000247194,1,Morton 2,1/31/16,11/12/13,,Active,1
,,,60513,,,,Donor,,Individuals,176282,01894-593-0000157979,5,Morton 2,5/31/15,3/6/09,,Active,1
,,,60558,,,,,,Individuals,176295,01894-593-0000157999,5,Morton 6,10/31/15,3/6/09,,Active,1
,,,60190,,,,,,Individuals,176293,01894-593-0000157997,5,Morton 2,5/31/15,3/6/09,,Active,1
,,,60515,,,,,64,Individuals,176304,01894-593-0000158014,5,Morton 6,4/30/15,3/8/09,,Active,1
,,,60148,,,,,,Individuals,176310,01894-593-0000158031,5,2 YR Morton 2,6/30/16,3/9/09,,Active,1
,,,60188,,,,,,Individuals,176318,01894-593-0000158049,5,Morton 6,3/31/15,3/10/09,,Active,1
,,,60523,,,,Donor,70,Individuals,105589,01894-079-0036497,5,2 YR Morton 4,3/31/15,3/14/09,,Active,1
,,,60174,,,,,62,Individuals,176485,01894-593-0000158348,5,2 YR Morton 2,6/30/15,3/15/09,,Active,1
,,,60134,,,,,61,Individuals,176454,01894-593-0000158298,5,Morton 2,4/30/15,3/15/09,,Active,1
,,,60564,,,,,43,Individuals,176438,01894-593-0000158267,5,2 YR Morton 6,7/31/16,3/19/09,,Active,1
,,,60137,,,,,67,Individuals,176494,01894-593-0000158366,5,Partner,4/30/15,3/19/09,,Active,1
,,,60137,,,,,,Individuals,176648,01894-593-0000158664,5,2 YR Morton 6,4/30/15,3/22/09,,Active,1
,,,60189,,,,,40,Individuals,176666,01894-593-0000158698,5,Morton 4,11/30/15,3/22/09,,Active,1
,,,60187,,,,,61,Individuals,173805,01894-593-0000153768,6,2 YR Morton 1,3/31/16,10/13/08,,Active,1
,,,60563,,,,,,Individuals,173808,01894-593-0000153771,6,Morton 2,11/30/14,10/13/08,,Active,1
,,,60532,,,,,48,Individuals,173706,01894-593-0000153594,6,Morton 4,12/31/15,10/18/08,,Active,1
,,,60302,,,,,40,Individuals,173995,01894-593-0000154112,6,Morton 4,10/31/15,10/18/08,,Active,1
,,,60477-3501,,,,,48,Individuals,174038,01894-593-0000154179,6,Partner,10/31/15,10/18/08,,Active,1
,,,60465,,,,,67,Individuals,174108,01894-593-0000154296,6,Morton 1,12/31/14,10/18/08,,Active,1
,,,60564,,,,,46,Individuals,178529,01894-593-0000161902,5,2 YR Morton 6,7/31/15,5/23/09,,Active,1
,,,60189,,,,,,Individuals,178544,01894-593-0000161932,5,Morton 6,8/31/15,5/23/09,,Active,1
,,,60190,,,,,68,Individuals,178357,01894-593-0000161617,5,2 YR Morton 4,8/31/15,5/24/09,,Active,1
,,,60559,,,,,,Individuals,178649,01894-593-0000162100,5,Morton 4,10/31/15,5/24/09,,Active,1
,,,60532,,,Recipient,Donor,68,Individuals,133636,01894-593-0000081295,6,2 YR Morton 2,5/31/15,5/22/08,,Active,1
,,,60440,,,Recipient,Donor,,Individuals,170418,01894-593-0000147412,6,Morton 2,9/30/15,6/11/08,,Active,1
,,,60515,,,,,,Individuals,178469,01894-593-0000161798,5,Morton 4,5/31/15,5/28/09,,Active,1
,,,60542,,,,,,Individuals,178528,01894-593-0000161900,5,Morton 2,8/31/15,5/29/09,,Active,1
,,,60586,,,,,,Individuals,178608,01894-593-0000162049,5,Morton 6,7/31/15,5/29/09,,Active,1
,,,60515,,,,,,Individuals,178927,01894-593-0000162602,5,Morton 2,6/30/15,5/31/09,,Active,1
,,,60137,,,,,,Individuals,178773,01894-593-0000162336,5,2 YR Morton 4,6/30/15,6/2/09,,Active,1
,,,60108,,,,,,Individuals,179066,01894-593-0000162835,5,2 YR Morton 1,7/31/15,6/3/09,,Active,1
,,,60189,,,,,,Individuals,179077,01894-593-0000162852,5,Morton 2,8/31/15,6/4/09,,Active,1
,,,60187,,,,Donor,,Individuals,179130,01894-593-0000162937,5,Morton 4,7/31/15,6/4/09,,Active,1
,,,60187,,,,,41,Individuals,179165,01894-593-0000163003,5,Morton 4,10/31/15,6/4/09,,Active,1
,,,60521,,,,Donor,73,Individuals,173539,01894-593-0000153303,6,Morton 4,11/30/14,10/16/08,,Active,1
,,,60119,,,,,,Individuals,173945,01894-593-0000154021,6,Morton 4,11/30/14,10/16/08,,Active,1
,,,60624,,,,,51,Individuals,174000,01894-593-0000154119,6,2 YR Morton 1,1/31/15,10/18/08,,Active,1
,,,60188,,,,,,Individuals,173786,01894-593-0000153734,6,2 YR Morton 4,10/31/15,10/19/08,,Active,1
,,,60148,,,,,51,Individuals,174042,01894-593-0000154187,6,Morton 4,10/31/15,10/19/08,,Active,1
,,,60137,,,,,,Individuals,178559,01894-593-0000161959,5,Morton 1,11/30/14,5/23/09,,Active,1
,,,60561,,,,,,Individuals,178347,01894-593-0000161607,5,2 YR Morton 6,5/31/16,5/25/09,,Active,1
,,,60707,,,,,66,Individuals,178349,01894-593-0000161609,5,2 YR Morton 1,5/31/16,5/25/09,,Active,1
,,,60137,,,,,,Individuals,178743,01894-593-0000162276,5,Morton 6,10/31/15,5/25/09,,Active,1
,,,60137-3562,,,,,66,Individuals,178402,01894-593-0000161689,5,2 YR Morton 2,7/31/15,5/26/09,,Active,1
,,,60302,,,Recipient,,,Individuals,168578,01894-593-0000144059,6,Morton 2,6/30/15,5/12/08,,Active,1
,,,60477-3408,,,,,63,Individuals,178634,01894-593-0000162077,5,2 YR Morton 6,6/30/15,5/29/09,,Active,1
,,,60546,,,,,,Individuals,178797,01894-593-0000162375,5,Morton 4,6/30/15,5/29/09,,Active,1
,,,60538,,,,,68,Individuals,178808,01894-593-0000162393,5,Morton 6,5/31/15,5/29/09,,Active,1
,,,60540,,,,,44,Individuals,178616,01894-593-0000162059,5,Morton 4,8/31/15,5/31/09,,Active,1
,,,60655,,,Recipient,,73,Individuals,166294,01894-593-0000139812,6,2 YR Morton 2,1/31/15,12/14/07,,Active,1
,,,60187,,,Recipient,Donor,,Individuals,156744,01894-593-0000122155,7,Morton 2,1/31/15,12/19/06,,Active,1
,,,60521,,,,Donor,39,Individuals,209205,01894-593-0000219410,5,Partner,10/31/15,5/21/09,,Active,1
,,,60565,,,,Donor,67,Individuals,174974,01894-593-0000155779,5,2 YR Morton 4,1/31/16,12/3/08,,Active,1
,,,60515,,,,Donor,78,Individuals,137821,01894-593-0000088902,9,Morton 4,1/31/15,12/14/04,,Active,1
,,,60516,,,,,,Individuals,174995,01894-593-0000155813,5,2 YR Morton 4,12/31/15,12/7/08,,Active,1
,,,60540,,,Recipient,Donor,,Individuals,175149,01894-593-0000156045,5,Morton 4,1/31/15,12/10/08,,Active,1
,,,60565,,,,,,Individuals,175201,01894-593-0000156131,5,Morton 4,2/28/15,12/10/08,,Active,1
,,,60137,,,Recipient,,,Individuals,128817,01894-079-0070863,11,Morton 2,1/31/15,12/6/02,,Active,1
,,,60542,,,,,,Individuals,175269,01894-593-0000156245,5,Morton 4,1/31/15,12/14/08,,Active,1
,,,60521,,,,,60,Individuals,175126,01894-593-0000156011,5,2 YR Morton 1,2/29/16,12/16/08,,Active,1
,,,60506,,,Recipient,Donor,,Individuals,166330,01894-593-0000139876,6,Morton 6,1/31/15,12/19/07,,Active,1
,,,60126,,,,,74,Individuals,175466,01894-593-0000156563,5,2 YR Morton 2,3/31/15,12/20/08,,Active,1
,,,60714,,,,Donor,38,Individuals,175477,01894-593-0000156581,5,2 YR Morton 1,1/31/16,12/20/08,,Active,1
,,,60137,,,,,,Individuals,175521,01894-593-0000156656,5,2 YR Morton 4,1/31/16,12/22/08,,Active,1
,,,60515,,,Recipient,,70,Individuals,133291,01894-593-0000080639,5,2 YR Morton 1,5/31/16,5/29/09,,Active,1
,,,60187-4522,,,,,91,Individuals,178824,01894-593-0000162422,5,Morton 1,6/30/15,5/29/09,,Active,1
,,,60514,,,,,,Individuals,178929,01894-593-0000162604,5,2 YR Morton 4,6/30/15,5/31/09,,Active,1
,,,60304,,,,,,Individuals,178995,01894-593-0000162724,5,2 YR Morton 2,9/30/15,5/31/09,,Active,1
,,,60513,,,,,81,Individuals,179029,01894-593-0000162783,5,Morton 4,6/30/15,6/2/09,,Active,1
,,,60477,,,,,,Individuals,179033,01894-593-0000162788,5,2 YR Morton 2,6/30/15,6/2/09,,Active,1
,,,60169,,,,,,Individuals,178935,01894-593-0000162613,5,2 YR Morton 6,7/31/15,6/4/09,,Active,1
,,,60304,,,,,,Individuals,179074,01894-593-0000162847,5,Morton 4,9/30/15,6/4/09,,Active,1
,,,60514,,,,,38,Individuals,179162,01894-593-0000162997,5,Morton 6,10/31/15,6/4/09,,Active,1
,,,60645,,,,,43,Individuals,179051,01894-593-0000162817,5,2 YR Morton 4,6/30/15,6/6/09,,Active,1
,,,60108,Yes,,Recipient,Donor,,Individuals,179247,01894-593-0000163140,1,Morton 4,7/31/15,7/1/13,,Active,1
,,,60467-5355,,,,,54,Individuals,179181,01894-593-0000163033,5,2 YR Morton 2,9/30/16,6/8/09,,Active,1
,,,60502,,,,,44,Individuals,179288,01894-593-0000163217,5,Morton 6,8/31/15,6/10/09,,Active,1
,,,60523,,,Recipient,,,Individuals,168445,01894-593-0000143811,6,2 YR Morton 4,7/31/15,5/7/08,,Active,1
,,,60302,,,,,61,Individuals,179525,01894-593-0000163635,5,2 YR Morton 1,8/31/16,6/14/09,,Active,1
,,,60565,,,,,,Individuals,179540,01894-593-0000163660,5,2 YR Morton 6,6/30/15,6/14/09,,Active,1
,,,60564,,,Recipient,Donor,35,Individuals,137750,01894-593-0000088800,9,Morton 2,1/31/15,12/10/04,,Active,1
,,,60555,,,,,55,Individuals,175250,01894-593-0000156217,5,Morton 2,3/31/15,12/13/08,,Active,1
,,,60148,,,Recipient,,35,Individuals,165869,01894-593-0000139156,6,Morton 4,1/31/15,12/4/07,,Active,1
,,,60540,,,,,,Individuals,175490,01894-593-0000156604,5,2 YR Morton 1,4/30/16,12/23/08,,Active,1
,,,60137,,,,Donor,61,Individuals,175595,01894-593-0000156785,5,2 YR Morton 1,3/31/15,12/28/08,,Active,1
,,,60559,,,,,,Individuals,175625,01894-593-0000156837,5,2 YR Morton 2,12/31/15,12/29/08,,Active,1
,,,60192,,,,,,Individuals,175626,01894-593-0000156838,5,Morton 2,3/31/15,12/29/08,,Active,1
,,,60126,,,,,,Individuals,175615,01894-593-0000156818,5,Morton 2,12/31/14,12/30/08,,Active,1
,,,60510,,,Recipient,,51,Individuals,156145,01894-593-0000121203,7,Morton 1,1/31/15,12/5/06,,Active,1
,,,60148,Yes,Yes,,,,Individuals,175585,01894-593-0000156770,3,Morton 2,2/28/15,10/28/11,,Active,1
,,,60563,,,,,41,Individuals,175696,01894-593-0000156951,5,2 YR Morton 1,2/29/16,1/5/09,,Active,1
,,,60515,,,,,,Individuals,179343,01894-593-0000163313,5,Morton 2,6/30/15,6/9/09,,Active,1
,,,60181,,,,,59,Individuals,179342,01894-593-0000163311,5,Morton 4,7/31/15,6/11/09,,Active,1
,,,60532,,,,,40,Individuals,179429,01894-593-0000163462,5,2 YR Morton 4,12/31/15,6/11/09,,Active,1
,,,60101,,,,,67,Individuals,179477,01894-593-0000163548,5,2 YR Morton 6,7/31/15,6/13/09,,Active,1
,,,60126,,,,,74,Individuals,179494,01894-593-0000163581,5,2 YR Morton 2,6/30/15,6/13/09,,Active,1
,,,60515,,,,,71,Individuals,179533,01894-593-0000163648,5,2 YR Morton 2,10/31/15,6/14/09,,Active,1
,,,60516,,,Recipient,Donor,44,Individuals,165740,01894-593-0000138961,6,Morton 6,1/31/15,11/29/07,,Active,1
,,,60137,,,,,,Individuals,179704,01894-593-0000163930,5,Morton 4,7/31/15,6/16/09,,Active,1
,,,60189,,,,,37,Individuals,181597,01894-593-0000168079,5,Morton 6,11/30/14,8/15/09,,Active,1
,,,60563,,,,,,Individuals,181712,01894-593-0000168265,5,Morton 1,9/30/15,8/20/09,,Active,1
,,,60189,,,,,,Individuals,181773,01894-593-0000168381,5,2 YR Morton 6,9/30/15,8/22/09,,Active,1
,,,60137-5444,,,,,,Individuals,181844,01894-593-0000168513,5,2 YR Morton 6,11/30/15,8/24/09,,Active,1
,,,60189,,,,,,Individuals,181863,01894-593-0000168549,5,2 YR Morton 2,9/30/16,8/25/09,,Active,1
,,,60515,,,,Donor,51,Individuals,175550,01894-593-0000156706,5,Morton 4,12/31/14,12/23/08,,Active,1
,,,60304,,,,Donor,,Individuals,178621,01894-593-0000162064,5,Hawthorn Circle,9/30/15,5/31/09,,Active,1
,,,60515,,,,Donor,50,Individuals,178901,01894-593-0000162557,5,Morton 4,6/30/15,5/31/09,,Active,1
,,,60056,,,,,,Individuals,178930,01894-593-0000162605,5,Morton 2,7/31/15,5/31/09,,Active,1
,,,60187,,,,,,Individuals,178932,01894-593-0000162607,5,2 YR Morton 4,7/31/16,5/31/09,,Active,1
,,,60516,,,,Donor,,Individuals,174841,01894-593-0000155562,5,Morton 1,1/31/15,12/3/08,,Active,1
,,,60503,,,,Donor,,Individuals,175127,01894-593-0000156012,5,Morton 2,12/31/15,12/10/08,,Active,1
,,,60516,,,,Donor,65,Individuals,175009,01894-593-0000155837,5,2 YR Morton 4,1/31/16,12/11/08,,Active,1
,,,60525,,,,,,Individuals,175089,01894-593-0000155962,5,Morton 6,6/30/15,12/13/08,,Active,1
,,,60187,,,,Donor,,Individuals,175278,01894-593-0000156264,4,2 YR Morton 2,10/31/16,5/9/10,,Active,1
,,,60137,,,Recipient,Donor,63,Individuals,166627,01894-593-0000140345,6,Morton 2,1/31/15,12/22/07,,Active,1
,,,60620,,,,,,Individuals,175564,01894-593-0000156733,5,2 YR Morton 2,3/31/16,12/26/08,,Active,1
,,,60532-3402,,,Recipient,,64,Individuals,5126,19931227_KA_005126,3,Morton 4,5/31/15,5/9/11,,Active,1
,,,60139,,,,Donor,,Individuals,175677,01894-593-0000156915,5,Morton 2,2/28/15,1/1/09,,Active,1
,,,60187,,,,,39,Individuals,175720,01894-593-0000156990,5,2 YR Morton 4,1/31/15,1/3/09,,Active,1
,,,60540,,,,,63,Individuals,175702,01894-593-0000156958,5,2 YR Morton 2,1/31/15,1/6/09,,Active,1
,,,60137,,,,,65,Individuals,175804,01894-593-0000157124,5,2 YR Morton 2,5/31/15,1/11/09,,Active,1
,,,60439,,,Recipient,,46,Individuals,174956,01894-593-0000155747,5,Morton 2,1/31/15,12/6/08,,Active,1
,,,60540,,,,Donor,59,Individuals,175814,01894-593-0000157140,5,Morton 2,6/30/15,1/12/09,,Active,1
,,,60510,Yes,Yes,,,64,Individuals,175839,01894-593-0000157176,1,Morton 6,4/30/15,4/9/13,,Active,1
,,,60148,,,,,,Individuals,175873,01894-593-0000157240,5,Morton 4,3/31/15,1/22/09,,Active,1
,,,60477,,,,,,Individuals,175907,01894-593-0000157301,5,Morton 1,2/28/15,1/24/09,,Active,1
,,,60068,,,,Donor,,Individuals,175886,01894-593-0000157260,4,Morton 1,12/31/15,10/16/10,,Active,1
,,,60190,,,,,45,Individuals,175955,01894-593-0000157383,5,2 YR Morton 4,1/31/16,1/25/09,,Active,1
,,,60540,,,,,61,Individuals,177044,01894-593-0000159339,5,2 YR Morton 2,4/30/15,4/17/09,,Active,1
,,,60187,,,,,58,Individuals,181521,01894-593-0000167940,5,2 YR Morton 2,8/31/16,8/13/09,,Active,1
,,,60137,,,,,69,Individuals,181623,01894-593-0000168124,5,2 YR Morton 6,10/31/16,8/16/09,,Active,1
,,,60532,,,,,34,Individuals,181653,01894-593-0000168174,5,Morton 6,10/31/15,8/19/09,,Active,1
,,,60187-3358,,,,Donor,72,Individuals,181694,01894-593-0000168243,5,Morton 6,9/30/15,8/21/09,,Active,1
,,,60126,,,,,,Individuals,175348,01894-593-0000156375,5,Morton 2,1/31/15,12/20/08,,Active,1
,,,60189,,,,Donor,,Individuals,175432,01894-593-0000156509,5,Morton 2,12/31/14,12/20/08,,Active,1
,,,60515,,,,Donor,51,Individuals,175523,01894-593-0000156662,5,2 YR Morton 2,6/30/16,4/18/09,,Active,1
,,,60188,,,,Donor,,Individuals,175552,01894-593-0000156710,5,Morton 1,5/31/15,12/23/08,,Active,1
,,,60440,,,Recipient,,67,Individuals,165952,01894-593-0000139284,6,Morton 6,1/31/15,12/6/07,,Active,1
,,,60148,,,Recipient,,61,Individuals,167388,01894-593-0000141815,6,Morton 1,4/30/15,3/16/08,,Active,1
,,,60525,,,,,,Individuals,179102,01894-593-0000162889,5,2 YR Morton 4,8/31/16,6/1/09,,Active,1
,,,60527,,,,,75,Individuals,179168,01894-593-0000163009,5,2 YR Morton 6,6/30/15,6/4/09,,Active,1
,,,60540,,,,,72,Individuals,179140,01894-593-0000162957,5,Morton 2,6/30/15,6/4/09,,Active,1
,,,60164,,,,,86,Individuals,179190,01894-593-0000163048,5,2 YR Morton 1,6/30/15,6/5/09,,Active,1
,,,60532,,,,,73,Individuals,179243,01894-593-0000163134,5,2 YR Morton 1,6/30/15,6/5/09,,Active,1
,,,60403-1906,,,,,64,Individuals,179311,01894-593-0000163257,5,Morton 4,7/31/15,6/7/09,,Active,1
,,,60514-1327,,,,,67,Individuals,179289,01894-593-0000163218,5,Morton 6,6/30/15,6/10/09,,Active,1
,,,60137,,,,,69,Individuals,179434,01894-593-0000163468,5,Morton 4,6/30/15,6/11/09,,Active,1
,,,60532,,,Recipient,,,Individuals,179486,01894-593-0000163566,5,Morton 4,1/31/16,6/13/09,,Active,1
,,,60506,,,,,,Individuals,179567,01894-593-0000163707,5,2 YR Morton 6,10/31/15,6/14/09,,Active,1
,,,60126,,,,,38,Individuals,179360,01894-593-0000163341,5,Morton 4,7/31/15,6/15/09,,Active,1
,,,60187,,,,,60,Individuals,177054,01894-593-0000159375,5,Morton 6,8/31/15,4/20/09,,Active,1
