Prev_start_date,Prev_expiry_date,New_drop_date,CnAdrPrf_ZIP,CnAttrCat_1_01_Comments,CnAttrCat_2_01_Comments,CnAttrCat_4_01_Description,CnAttrCat_5_01_Description,CnBio_Age,CnBio_Constit_Code,CnBio_ID,CnBio_Import_ID,CnMem_1_01_Consecutive_Years,CnMem_1_01_Cur_Category_description,CnMem_1_01_Cur_Expires_on,CnMem_1_01_Date_Joined,CnMem_1_01_Last_Dropped_Date,CnMem_1_01_Standing,Number_of_Records
,,,60561,,,Recipient,Donor,67,Individuals,165824,01894-593-0000139092,6,Morton 2,1/31/15,12/1/07,,Active,1
,,,60187,,,,,86,Individuals,174657,01894-593-0000155245,5,Morton 2,2/28/15,11/17/08,,Active,1
,,,60126,,,,,66,Individuals,174468,01894-593-0000154920,5,Morton 4,4/30/15,11/21/08,,Active,1
,,,60160-1313,,,,,,Individuals,170519,01894-593-0000147620,6,2 YR Morton 1,9/30/15,6/18/08,,Active,1
,,,60101,,,,Donor,,Individuals,170930,01894-593-0000148389,6,2 YR Morton 6,6/30/16,6/17/08,,Active,1
,,,60565,,,,,73,Individuals,171099,01894-593-0000148706,6,2 YR Morton 4,9/30/15,6/21/08,,Active,1
,,,60126,,,,,50,Individuals,171131,01894-593-0000148771,6,Morton 6,10/31/15,6/22/08,,Active,1
,,,60555,,,,,53,Individuals,12283,19941031_JQ_012283,6,2 YR Morton 6,8/30/15,6/22/08,,Active,1
,,,60563,,,,Donor,65,Individuals,170661,01894-593-0000147886,6,2 YR Morton 4,10/31/16,6/23/08,,Active,1
,,,60187,,,,,,Individuals,170702,01894-593-0000147970,6,2 YR Morton 2,6/30/16,6/24/08,,Active,1
,,,60181,,,,,,Individuals,170961,01894-593-0000148437,6,2 YR Morton 1,8/31/15,6/24/08,,Active,1
,,,60563-3258,,,,,56,Individuals,106607,01894-079-0038004,16,2 YR Morton 2,7/31/16,4/7/98,,Active,1
,,,60515,,,,,,Individuals,197736,01894-593-0000195284,3,2 YR Morton 1,6/30/15,5/6/11,,Active,1
,,,60513,,,Recipient,,67,Individuals,148481,01894-593-0000107408,8,Morton 1,8/31/15,4/16/06,,Active,1
,,,60561,,,,,,Individuals,171295,01894-593-0000149075,6,Morton 2,6/30/15,6/29/08,,Active,1
,,,60404,,,,,,Individuals,171339,01894-593-0000149156,6,Morton 6,7/31/15,6/30/08,,Active,1
,,,60148,,,Recipient,,55,Individuals,155614,01894-593-0000120218,8,Morton 2,12/31/14,10/26/06,,Active,1
,,,60148,,,,,40,Individuals,171734,01894-593-0000149935,6,Morton 4,1/31/15,7/11/08,,Active,1
,,,60655,,,,,59,Individuals,174304,01894-593-0000154630,6,Morton 1,4/30/15,10/27/08,,Active,1
,,,60103,,,,,,Individuals,174333,01894-593-0000154682,6,2 YR Morton 1,10/31/15,10/28/08,,Active,1
,,,60180-9621,,,,,,Individuals,129195,01894-079-0071485,11,2 YR Morton 1,1/31/15,1/9/03,,Active,1
,,,60137-6716,,,,Donor,70,Individuals,6359,19940105_JM_006359,20,2 YR Morton 6,12/31/15,11/30/93,,Active,1
,,,60540,,,,,,Individuals,174207,01894-593-0000154464,6,Partner,12/31/14,10/31/08,,Active,1
,,,60148,,,,,60,Individuals,174341,01894-593-0000154696,6,2 YR Morton 1,2/28/15,10/31/08,,Active,1
,,,60304,,,,,,Individuals,174473,01894-593-0000154929,6,Morton 4,11/30/15,11/2/08,,Active,1
,,,60505,Yes,,Recipient,Donor,66,Individuals,174563,01894-593-0000155082,6,Morton 4,1/31/15,11/3/08,,Active,1
,,,60150,,,Recipient,Donor,,Individuals,174572,01894-593-0000155098,6,2 YR Morton 6,1/31/16,11/5/08,,Active,1
,,,60403,,,,,68,Individuals,174403,01894-593-0000154797,6,Morton 4,2/28/15,11/7/08,,Active,1
,,,60564,,,,,,Individuals,172519,01894-593-0000151395,6,Morton 1,1/31/15,8/14/08,,Active,1
,,,60517-7717,,,,,66,Individuals,2972,19931207_LG_002972,21,2 YR Morton 2,11/30/14,9/30/93,,Active,1
,,,60514-1198,,,Recipient,,,Individuals,162861,01894-593-0000133782,7,Morton 4,7/31/15,8/3/07,,Active,1
,,,60491,,,,,,Individuals,172608,01894-593-0000151563,6,2 YR Morton 2,9/30/16,8/17/08,,Active,1
,,,60403,,,,,,Individuals,172570,01894-593-0000151495,6,Morton 6,11/30/14,8/17/08,,Active,1
,,,60515,,,,Donor,67,Individuals,172649,01894-593-0000151631,6,2 YR Morton 2,9/30/15,8/20/08,,Active,1
,,,60126,,,,,41,Individuals,172687,01894-593-0000151699,6,2 YR Morton 4,8/31/15,8/23/08,,Active,1
,,,60156,,,,,,Individuals,172677,01894-593-0000151679,6,2 YR Morton 2,10/31/15,8/23/08,,Active,1
,,,60540,,,,,,Individuals,109008,01894-079-0041344,16,2 YR Morton 1,10/31/16,10/11/98,,Active,1
,,,60555,,,,,51,Individuals,172693,01894-593-0000151712,6,Morton 4,11/30/14,8/24/08,,Active,1
,,,60614,,,,,,Individuals,172694,01894-593-0000151713,6,Morton 2,11/30/15,8/24/08,,Active,1
,,,60490,,,,,,Individuals,172620,01894-593-0000151580,6,Morton 2,11/30/15,8/25/08,,Active,1
,,,60515,,,,,,Individuals,172816,01894-593-0000151949,6,2 YR Morton 4,10/31/16,8/30/08,,Active,1
,,,60532,,,,,49,Individuals,172840,01894-593-0000151999,6,Morton 4,9/30/15,8/31/08,,Active,1
,,,60516,,,Recipient,,,Individuals,164252,01894-593-0000136340,7,Morton 2,10/31/15,9/29/07,,Active,1
,,,60172,,,,,,Individuals,174612,01894-593-0000155163,6,2 YR Morton 2,11/30/15,11/9/08,,Active,1
,,,60555,,,,,73,Individuals,174623,01894-593-0000155181,6,Morton 4,11/30/14,11/10/08,,Active,1
,,,60440,,,,,,Individuals,174421,01894-593-0000154830,6,Morton 2,1/31/15,11/11/08,,Active,1
,,,78148,,,,,,Individuals,171095,01894-593-0000148698,6,2 YR Morton 1,6/30/15,6/21/08,,Active,1
,,,60517,,,Recipient,Donor,40,Individuals,168547,01894-593-0000144000,6,Morton 4,5/31/15,5/10/08,,Active,1
,,,60406,,,,,66,Individuals,170983,01894-593-0000148480,6,2 YR Morton 1,7/31/15,6/27/08,,Active,1
,,,60540,,,,,,Individuals,170982,01894-593-0000148478,6,Morton 2,10/31/15,6/27/08,,Active,1
,,,60189,,,,,40,Individuals,171327,01894-593-0000149132,6,2 YR Morton 4,7/31/15,6/29/08,,Active,1
,,,60189,,,,,55,Individuals,171406,01894-593-0000149314,6,2 YR Morton 4,9/30/15,7/1/08,,Active,1
,,,60137,,,,,,Individuals,171424,01894-593-0000149348,6,2 YR Morton 6,11/30/14,7/2/08,,Active,1
,,,60526,,,Recipient,Donor,41,Individuals,171529,01894-593-0000149549,6,Morton 6,11/30/15,7/4/08,,Active,1
,,,60148,,,,,51,Individuals,171635,01894-593-0000149750,6,Morton 2,9/30/15,7/6/08,,Active,1
,,,60544,,,Recipient,Donor,48,Individuals,173047,01894-593-0000152394,4,Morton 2,6/30/15,4/2/10,,Active,1
,,,60515,,,,,65,Individuals,173072,01894-593-0000152437,6,2 YR Morton 6,10/31/15,9/21/08,,Active,1
,,,60523,,,,,,Individuals,173149,01894-593-0000152580,6,2 YR Morton 2,2/28/15,9/21/08,,Active,1
,,,60514,,,Recipient,,72,Individuals,144875,01894-593-0000101190,9,Morton 4,2/28/15,10/23/05,,Active,1
,,,60148,,,,,,Individuals,174062,01894-593-0000154219,6,Morton 2,11/30/14,10/30/08,,Active,1
,,,60586,,,,Donor,66,Individuals,174320,01894-593-0000154655,6,2 YR Morton 2,12/31/15,10/30/08,,Active,1
,,,60516,,,Recipient,,68,Individuals,120886,01894-079-0057573,13,2 YR Morton 4,4/30/16,3/20/01,,Active,1
,,,60563,,,,,,Individuals,174500,01894-593-0000154971,6,2 YR Morton 4,12/31/15,11/2/08,,Active,1
,,,60532,,,,,62,Individuals,174525,01894-593-0000155023,6,Morton 1,11/30/14,11/3/08,,Active,1
,,,60148,,,,,59,Individuals,174558,01894-593-0000155073,6,Morton 2,12/31/15,11/3/08,,Active,1
,,,60559,,,,,58,Individuals,174524,01894-593-0000155021,6,Morton 4,4/30/15,11/4/08,,Active,1
,,,60137,,,,,49,Individuals,174388,01894-593-0000154773,6,Morton 2,1/31/15,11/6/08,,Active,1
,,,60513,,,,,,Individuals,174609,01894-593-0000155156,6,Morton 4,4/30/15,11/7/08,,Active,1
,,,60525,,,,,76,Individuals,174444,01894-593-0000154872,6,Morton 6,3/31/15,11/11/08,,Active,1
,,,60137,,,,,,Individuals,172905,01894-593-0000152131,6,2 YR Morton 2,12/31/14,9/2/08,,Active,1
,,,60131,,,,,,Individuals,155005,01894-593-0000119076,8,2 YR Morton 2,10/31/15,10/2/06,,Active,1
,,,60187,,,,,31,Individuals,173152,01894-593-0000152584,6,Morton 4,12/31/14,9/21/08,,Active,1
,,,60190,,,,,,Individuals,171543,01894-593-0000149574,6,Morton 2,12/31/14,7/5/08,,Active,1
,,,60137,,,,,,Individuals,171666,01894-593-0000149801,6,2 YR Morton 2,8/31/15,7/8/08,,Active,1
,,,60137,,,,,26,Individuals,172970,01894-593-0000152240,6,Morton 4,10/31/15,9/7/08,,Active,1
,,,60543,,,,,,Individuals,172920,01894-593-0000152156,6,2 YR Morton 1,2/29/16,9/9/08,,Active,1
,,,60561,,,,,69,Individuals,173002,01894-593-0000152308,6,Morton 2,12/31/15,9/9/08,,Active,1
,,,60154-5234,,,,,,Individuals,172938,01894-593-0000152192,6,Morton 2,9/30/15,9/11/08,,Active,1
,,,60018-1744,,,,,82,Individuals,19059,19960806_JH_019059,18,Morton 2,10/31/15,8/31/96,,Active,1
,,,60565,Yes,,,Donor,,Individuals,173066,01894-593-0000152424,1,Retiree,1/31/15,6/1/13,,Active,1
,,,60510,,,,,66,Individuals,173045,01894-593-0000152391,6,2 YR Morton 2,10/31/15,9/15/08,,Active,1
,,,60189,,,,,,Individuals,173080,01894-593-0000152456,6,Morton 4,9/30/15,9/17/08,,Active,1
,,,60502,,,,,,Individuals,173040,01894-593-0000152372,6,2 YR Morton 6,10/31/16,9/18/08,,Active,1
,,,60187,,,,,,Individuals,173108,01894-593-0000152509,6,Morton 2,9/30/15,9/19/08,,Active,1
,,,60189,,,,,64,Individuals,173134,01894-593-0000152556,6,2 YR Morton 4,10/31/16,9/21/08,,Active,1
,,,60527,,,,Donor,,Individuals,173181,01894-593-0000152640,6,2 YR Morton 1,12/31/15,9/22/08,,Active,1
,,,60559,,,,,,Individuals,173098,01894-593-0000152492,6,Morton 2,9/30/15,9/23/08,,Active,1
,,,60532,,,,,,Individuals,173241,01894-593-0000152758,6,2 YR Morton 4,1/31/15,9/25/08,,Active,1
,,,60189,,,,,55,Individuals,173224,01894-593-0000152724,6,2 YR Morton 4,12/31/15,9/26/08,,Active,1
,,,60532,,,,Donor,,Individuals,173267,01894-593-0000152807,6,Morton 2,9/30/15,9/27/08,,Active,1
,,,60189,,,,,38,Individuals,171620,01894-593-0000149723,6,2 YR Morton 4,11/30/15,7/6/08,,Active,1
,,,60187,,,,Donor,79,Individuals,171649,01894-593-0000149774,6,2 YR Morton 6,10/31/16,7/6/08,,Active,1
,,,60504,,,,,65,Individuals,171839,01894-593-0000150125,6,2 YR Morton 2,7/31/16,7/13/08,,Active,1
,,,60540,,,,,51,Individuals,171884,01894-593-0000150208,6,2 YR Morton 4,9/30/16,7/13/08,,Active,1
,,,60565,,,,,58,Individuals,171594,01894-593-0000149672,6,Morton 4,1/31/15,7/6/08,,Active,1
,,,60193,,,,,70,Individuals,171597,01894-593-0000149679,6,2 YR Morton 4,8/31/15,7/6/08,,Active,1
,,,60148,,,,,37,Individuals,171372,01894-593-0000149229,6,Morton 6,11/30/14,7/8/08,,Active,1
,,,60563,,,,,,Individuals,171728,01894-593-0000149922,6,Morton 4,9/30/15,7/11/08,,Active,1
,,,60103-8970,,,,,25,Individuals,171732,01894-593-0000149931,6,Morton 4,7/31/15,7/11/08,,Active,1
,,,60189,,,,,57,Individuals,171749,01894-593-0000149963,6,2 YR Morton 2,9/30/16,7/18/08,,Active,1
,,,60189,,,,,,Individuals,171918,01894-593-0000150274,6,Morton 2,7/31/15,7/18/08,,Active,1
,,,60563,,,,Donor,69,Individuals,171973,01894-593-0000150372,6,2 YR Morton 4,8/31/16,7/20/08,,Active,1
,,,60543,,,,,62,Individuals,176192,01894-593-0000157803,5,2 YR Morton 4,4/30/15,2/22/09,,Active,1
,,,60563,,,,,31,Individuals,176231,01894-593-0000157878,5,Morton 2,7/31/15,2/27/09,,Active,1
,,,60534,,,,,,Individuals,173377,01894-593-0000153005,6,Morton 2,12/31/14,10/1/08,,Active,1
,,,60137,,,,,50,Individuals,173382,01894-593-0000153012,6,Morton 1,3/31/15,10/2/08,,Active,1
,,,60525-2522,,,,Donor,,Individuals,173437,01894-593-0000153114,6,2 YR Morton 4,10/31/15,10/4/08,,Active,1
,,,60504,,,,,66,Individuals,173450,01894-593-0000153139,6,2 YR Morton 1,12/31/15,10/5/08,,Active,1
,,,60302,,,,,62,Individuals,173477,01894-593-0000153187,6,Morton 4,1/31/15,10/5/08,,Active,1
,,,60189,,,,,,Individuals,173563,01894-593-0000153346,6,Morton 6,11/30/15,10/10/08,,Active,1
,,,60423,,,,,67,Individuals,173599,01894-593-0000153407,6,2 YR Morton 1,10/31/15,10/11/08,,Active,1
,,,60187,,,,,,Individuals,164822,01894-593-0000137378,7,2 YR Morton 4,4/30/15,10/20/07,,Active,1
,,,60540,,,,,64,Individuals,164785,01894-593-0000137312,7,2 YR Morton 2,10/31/15,10/20/07,,Active,1
,,,60516,,,Recipient,,,Individuals,164874,01894-593-0000137480,7,Morton 1,1/31/15,10/21/07,,Active,1
,,,60154,,,,,64,Individuals,164872,01894-593-0000137478,7,Morton 2,10/31/15,10/21/07,,Active,1
,,,60190,,,,,36,Individuals,174123,01894-593-0000154326,6,Morton 4,12/31/14,10/19/08,,Active,1
,,,60139-1740,,,,,63,Individuals,174127,01894-593-0000154335,6,2 YR Morton 1,11/30/15,10/21/08,,Active,1
,,,60532,,,,,,Individuals,170986,01894-593-0000148485,6,2 YR Morton 6,8/31/16,6/28/08,,Active,1
,,,60074,,,Recipient,,,Individuals,156096,01894-593-0000121118,7,Morton 6,2/28/15,11/26/06,,Active,1
,,,60148,,,Recipient,,38,Individuals,172578,01894-593-0000151511,6,Morton 6,9/30/15,8/17/08,,Active,1
,,,60047,,,,,65,Individuals,174269,01894-593-0000154569,6,Morton 2,10/31/15,10/26/08,,Active,1
,,,60148,,,,,41,Individuals,174279,01894-593-0000154583,6,2 YR Morton 6,6/30/15,10/26/08,,Active,1
,,,60523,,,,,62,Individuals,171676,01894-593-0000149818,6,2 YR Morton 6,9/30/15,7/9/08,,Active,1
,,,60137,,,,,68,Individuals,171701,01894-593-0000149868,6,2 YR Morton 4,1/31/15,7/10/08,,Active,1
,,,60137,,,,,,Individuals,171608,01894-593-0000149700,6,2 YR Morton 4,1/31/16,7/13/08,,Active,1
,,,60402,,,,,56,Individuals,171830,01894-593-0000150116,6,2 YR Morton 1,8/31/15,7/13/08,,Active,1
,,,60532-2708,,,,,62,Volunteers,4301,19931217_BD_004301,21,2 YR Morton 2,9/30/15,8/31/93,,Active,1
,,,60010,,,,,76,Individuals,171665,01894-593-0000149799,6,2 YR Morton 2,12/31/15,7/17/08,,Active,1
,,,60304,Yes,,,,47,Individuals,171684,01894-593-0000149832,1,Morton 4,11/30/14,11/11/13,,Active,1
,,,60446,,,,,57,Individuals,171906,01894-593-0000150252,6,Morton 6,1/31/15,7/17/08,,Active,1
,,,60516-2307,,,,,63,Individuals,110938,01894-079-0044059,15,2 YR Morton 1,10/31/15,4/28/99,,Active,1
,,,60137,,,,,36,Individuals,171954,01894-593-0000150336,6,Morton 1,7/31/15,7/20/08,,Active,1
,,,60564,,,,,68,Individuals,176205,01894-593-0000157823,5,Morton 1,4/30/15,2/23/09,,Active,1
,,,60137,,,,,,Individuals,176212,01894-593-0000157837,5,Morton 4,3/31/15,2/25/09,,Active,1
,,,60190,,,,,46,Individuals,176267,01894-593-0000157937,5,2 YR Morton 2,3/31/16,2/28/09,,Active,1
,,,60532,,,,,,Individuals,176237,01894-593-0000157890,5,Morton 2,3/31/15,3/1/09,,Active,1
,,,60521,,,,,48,Individuals,176289,01894-593-0000157990,5,2 YR Morton 1,6/30/15,3/1/09,,Active,1
,,,60563,,,Recipient,,58,Individuals,146248,01894-593-0000103568,8,2 YR Morton 2,1/31/15,12/11/05,,Active,1
,,,60540,,,,,,Individuals,174296,01894-593-0000154617,6,Morton 2,1/31/15,10/29/08,,Active,1
,,,60540,,,Recipient,,65,Individuals,166327,01894-593-0000139870,6,Morton 2,1/31/15,12/19/07,,Active,1
,,,60134-1328,,,,,,Individuals,170228,01894-593-0000147045,6,Morton 6,12/31/14,6/1/08,,Active,1
,,,60563,,,,,35,Individuals,170412,01894-593-0000147404,6,Morton 6,9/30/15,6/3/08,,Active,1
,,,60514,,,,,63,Individuals,170567,01894-593-0000147715,6,2 YR Morton 2,8/31/16,6/8/08,,Active,1
,,,60540,,,,,,Individuals,170576,01894-593-0000147731,6,Morton 2,7/31/15,6/8/08,,Active,1
,,,60506,,,,,63,Individuals,170336,01894-593-0000147256,6,2 YR Morton 1,8/31/16,6/10/08,,Active,1
,,,60517,,,,,54,Individuals,170335,01894-593-0000147254,6,Morton 2,8/31/15,6/10/08,,Active,1
,,,60527-5050,Yes,,,,,Individuals,170483,01894-593-0000147547,1,2 YR Morton 1,6/30/15,6/14/13,,Active,1
,,,60502,,,,,,Individuals,170458,01894-593-0000147497,6,2 YR Morton 2,6/30/16,6/14/08,,Active,1
,,,60540,,,,Donor,65,Individuals,170878,01894-593-0000148292,6,Partner,9/30/15,6/15/08,,Active,1
,,,60148,,,,,,Individuals,173388,01894-593-0000153025,6,Morton 2,4/30/15,10/3/08,,Active,1
,,,60137,,,,,,Individuals,173407,01894-593-0000153057,6,2 YR Morton 2,2/29/16,10/7/08,,Active,1
,,,60126,,,,,,Individuals,165097,01894-593-0000137884,7,2 YR Morton 1,11/30/14,11/3/07,,Active,1
,,,60525-5818,,,,,65,Individuals,173562,01894-593-0000153344,6,2 YR Morton 2,10/31/16,10/10/08,,Active,1
,,,60540,,,,,,Individuals,173602,01894-593-0000153410,6,2 YR Morton 2,12/31/15,10/11/08,,Active,1
,,,60137,,,,Donor,61,Individuals,173678,01894-593-0000153543,6,2 YR Morton 2,12/31/15,10/12/08,,Active,1
,,,60193,,,,,65,Individuals,173688,01894-593-0000153561,6,Morton 4,1/31/15,10/12/08,,Active,1
,,,60148,,,,Donor,63,Individuals,173765,01894-593-0000153693,6,2 YR Morton 2,10/31/15,10/12/08,,Active,1
,,,60187,,,,,,Individuals,173782,01894-593-0000153726,6,Morton 4,5/31/15,10/12/08,,Active,1
,,,60517,,,,Donor,,Individuals,173783,01894-593-0000153728,6,Morton 4,2/28/15,10/12/08,,Active,1
,,,60181,,,,,,Individuals,173536,01894-593-0000153294,6,Morton 2,11/30/14,10/13/08,,Active,1
,,,60525,,,,,79,Individuals,173801,01894-593-0000153759,6,2 YR Morton 4,10/31/15,10/13/08,,Active,1
,,,60126,,,,Donor,70,Individuals,173863,01894-593-0000153880,6,2 YR Morton 4,2/29/16,10/13/08,,Active,1
,,,60187,,,,,62,Individuals,173897,01894-593-0000153944,6,Morton 4,10/31/15,10/14/08,,Active,1
,,,60189,,,,,,Individuals,173918,01894-593-0000153979,6,Morton 4,11/30/14,10/14/08,,Active,1
,,,60540,,,,,,Individuals,173593,01894-593-0000153395,6,2 YR Morton 1,12/31/15,10/15/08,,Active,1
,,,60148,,,,,63,Individuals,170472,01894-593-0000147522,6,2 YR Morton 1,9/30/15,6/16/08,,Active,1
,,,60565-4169,,,,,59,Individuals,9494,19940117_TV_009494,20,Morton 4,10/31/15,4/30/94,,Active,1
,,,60521,,,,,50,Individuals,170594,01894-593-0000147765,6,2 YR Morton 6,8/31/15,6/18/08,,Active,1
,,,60137,,,,,72,Individuals,170927,01894-593-0000148383,6,Morton 2,6/30/15,6/18/08,,Active,1
,,,60565,,,,,,Individuals,170928,01894-593-0000148385,6,2 YR Morton 2,11/30/15,6/18/08,,Active,1
,,,60532,,,,,,Individuals,172388,01894-593-0000151166,2,Morton 6,6/30/15,4/7/12,,Active,1
,,,60171,,,,,,Individuals,172393,01894-593-0000151175,6,Morton 2,10/31/15,8/9/08,,Active,1
,,,60137,,,,,,Individuals,172409,01894-593-0000151198,6,2 YR Morton 4,1/31/15,8/9/08,,Active,1
,,,60188,,,,,,Individuals,172401,01894-593-0000151184,6,2 YR Morton 2,8/31/15,8/10/08,,Active,1
,,,60148,,,,Donor,55,Individuals,172438,01894-593-0000151250,6,Morton 2,3/31/15,8/10/08,,Active,1
,,,60540,,,,,,Individuals,172414,01894-593-0000151209,6,Morton 4,2/28/15,8/11/08,,Active,1
,,,60187,,,,,,Individuals,172419,01894-593-0000151216,6,Morton 4,9/30/15,8/11/08,,Active,1
,,,60148,,,,,,Individuals,172484,01894-593-0000151334,6,2 YR Morton 2,11/30/15,8/12/08,,Active,1
,,,60189,,,,,69,Individuals,172554,01894-593-0000151459,6,Morton 2,11/30/14,8/16/08,,Active,1
,,,60148,,,,,,Individuals,172386,01894-593-0000151159,6,2 YR Morton 2,8/31/15,8/21/08,,Active,1
,,,60516,,,,,,Individuals,172671,01894-593-0000151668,6,Morton 2,11/30/14,8/22/08,,Active,1
,,,60558,,,Recipient,,29,Individuals,162365,01894-593-0000132859,7,Morton 6,10/31/15,7/14/07,,Active,1
,,,60532,,,Recipient,,33,Individuals,172588,01894-593-0000151527,6,2 YR Morton 2,8/31/15,8/25/08,,Active,1
,,,60512-9764,,,,,39,Individuals,114338,01894-079-0048643,12,Morton 6,10/31/15,9/18/02,,Active,1
,,,60189,,,,,,Individuals,172745,01894-593-0000151820,6,Morton 6,1/31/15,8/25/08,,Active,1
,,,60532,,,,,,Individuals,176265,01894-593-0000157935,5,2 YR Morton 1,3/31/16,2/28/09,,Active,1
,,,60440,,,,,55,Individuals,176230,01894-593-0000157876,5,Morton 4,9/30/15,3/2/09,,Active,1
,,,60565,Yes,,,Donor,,Individuals,176257,01894-593-0000157919,2,2 YR Morton 4,5/31/16,4/3/12,,Active,1
,,,60148,,,,,57,Individuals,176347,01894-593-0000158103,5,Morton 1,5/31/15,3/7/09,,Active,1
,,,60134,Yes,,,Donor,37,Individuals,176302,01894-593-0000158010,1,Morton 4,4/30/15,4/28/13,,Active,1
,,,60540,,,,,,Individuals,176319,01894-593-0000158051,5,Morton 2,5/31/15,3/10/09,,Active,1
,,,60532,,,,,,Individuals,176351,01894-593-0000158110,5,2 YR Morton 1,4/30/16,3/11/09,,Active,1
,,,60187,,,,Donor,,Individuals,176497,01894-593-0000158371,5,2 YR Morton 4,6/30/15,3/15/09,,Active,1
,,,60189,,,Recipient,Donor,61,Individuals,176457,01894-593-0000158303,5,Morton 4,4/30/15,3/15/09,,Active,1
,,,60540,,,,,,Individuals,176555,01894-593-0000158480,5,Morton 6,8/31/15,3/19/09,,Active,1
,,,60139,,,,,,Individuals,176602,01894-593-0000158560,5,Morton 4,4/30/15,3/21/09,,Active,1
,,,60441,Yes,Yes,,,34,Individuals,221340,01894-593-0000244507,3,Morton 4,10/31/15,9/5/11,,Active,1
,,,60517,,,,,,Individuals,176539,01894-593-0000158451,5,2 YR Morton 2,6/30/16,3/22/09,,Active,1
,,,60517,,,,,70,Individuals,176564,01894-593-0000158496,5,Morton 1,5/31/15,3/23/09,,Active,1
,,,60187,,,,,,Individuals,175352,01894-593-0000156381,5,Morton 4,3/31/15,12/19/08,,Active,1
,,,60148,,,,,,Individuals,172781,01894-593-0000151884,6,Morton 4,9/30/15,8/28/08,,Active,1
,,,60516,,,,,71,Individuals,172801,01894-593-0000151920,6,Morton 2,9/30/15,8/30/08,,Active,1
,,,60503,,,,,,Individuals,172838,01894-593-0000151993,6,2 YR Morton 4,10/31/15,8/31/08,,Active,1
,,,60540,,,,,,Individuals,171027,01894-593-0000148560,6,Morton 4,11/30/14,6/19/08,,Active,1
,,,60540,,,Recipient,,,Individuals,170588,01894-593-0000147756,6,Morton 4,8/31/15,6/20/08,,Active,1
,,,60305,,,,,,Individuals,171103,01894-593-0000148719,6,2 YR Morton 4,9/30/16,6/21/08,,Active,1
,,,60305,,,,,,Individuals,170654,01894-593-0000147874,6,Morton 4,11/30/15,6/22/08,,Active,1
,,,60534,,,,,50,Individuals,171130,01894-593-0000148769,6,Morton 4,11/30/14,6/22/08,,Active,1
,,,60187,,,,,76,Individuals,171184,01894-593-0000148876,6,Morton 4,9/30/15,6/23/08,,Active,1
,,,60302,,,,Donor,,Individuals,170866,01894-593-0000148267,6,2 YR Morton 2,10/31/16,6/24/08,,Active,1
,,,60559,,,Recipient,,71,Individuals,170968,01894-593-0000148451,6,Morton 4,7/31/15,6/24/08,,Active,1
,,,60402,,,,,69,Individuals,171204,01894-593-0000148910,6,2 YR Morton 2,11/30/15,6/24/08,,Active,1
,,,60430,,,,,,Individuals,170980,01894-593-0000148476,6,Morton 1,11/30/15,6/27/08,,Active,1
,,,60518,,,,Donor,,Individuals,171288,01894-593-0000149062,6,2 YR Morton 2,6/30/16,6/28/08,,Active,1
,,,60101,,,,,,Individuals,171296,01894-593-0000149076,6,Morton 2,6/30/15,6/29/08,,Active,1
,,,60563,,,,Donor,61,Individuals,171409,01894-593-0000149321,6,Morton 4,8/31/15,7/1/08,,Active,1
,,,60515,,,Recipient,,,Individuals,158407,01894-593-0000125396,7,2 YR Morton 6,5/31/15,4/6/07,,Active,1
,,,60505,,,Recipient,,,Individuals,171429,01894-593-0000149355,6,2 YR Morton 6,8/31/15,7/2/08,,Active,1
,,,60189,,,,,,Individuals,171249,01894-593-0000148992,6,2 YR Morton 2,7/31/16,7/3/08,,Active,1
,,,60559,,,,,66,Individuals,171443,01894-593-0000149385,6,2 YR Morton 4,7/31/15,7/3/08,,Active,1
,,,60173,,,,,,Individuals,171480,01894-593-0000149460,6,2 YR Morton 2,7/31/16,7/4/08,,Active,1
,,,60137,,,,,35,Individuals,171270,01894-593-0000149028,6,Morton 6,9/30/15,7/6/08,,Active,1
,,,60187,,,,Donor,,Individuals,171601,01894-593-0000149687,6,2 YR Morton 4,8/31/16,7/6/08,,Active,1
,,,60532,,,,,55,Individuals,171240,01894-593-0000148978,6,2 YR Morton 2,9/30/15,7/7/08,,Active,1
,,,60189,,,,Donor,63,Individuals,174431,01894-593-0000154844,6,Morton 4,2/28/15,11/1/08,,Active,1
,,,60525,,,,,50,Individuals,174454,01894-593-0000154892,6,Morton 4,1/31/15,11/1/08,,Active,1
,,,60542,,,,,40,Individuals,174463,01894-593-0000154912,6,2 YR Morton 4,3/31/16,11/2/08,,Active,1
,,,60194,,,,,61,Individuals,174472,01894-593-0000154928,6,2 YR Morton 6,11/30/15,11/2/08,,Active,1
,,,60805,,,,,59,Individuals,174494,01894-593-0000154962,6,2 YR Morton 1,3/31/16,11/2/08,,Active,1
,,,60442,,,,,,Individuals,174499,01894-593-0000154969,6,Morton 4,5/31/15,11/2/08,,Active,1
,,,60532,,,,,66,Individuals,174368,01894-593-0000154742,6,2 YR Morton 6,4/30/16,11/3/08,,Active,1
,,,60137,,,Recipient,,58,Individuals,166436,01894-593-0000140036,6,2 YR Morton 2,2/29/16,12/22/07,,Active,1
,,,60181,,,Recipient,,77,Individuals,165555,01894-593-0000138659,6,Morton 1,1/31/15,11/18/07,,Active,1
,,,60448,,,,,61,Individuals,174566,01894-593-0000155087,5,2 YR Morton 4,12/31/15,11/14/08,,Active,1
