FIPS,Female_life_Growth,Male_life_Growth,Per_young,Per_old,Per_white,Per_black,Per_hispanic,Per_single_mother,Per_NO_HighSchool,Per_college,Rate_median_income,Percent_divorced,Per_Evangelical_adherent,Per_Evangelical_congregations,Per_Obama,Per_Romney,Per_Rural,Per_diabetic,Per_Obese,Per_Physically_Inactive,Rate_Teen_Birth,Rate_Violent_Crime
30033,1.28999999999999,4.09999999999999,22.98,24.61,97.76,0,.43,5.72,11.48,14.24,37500,21.62,.263048346566576,.5,.09,.89,100,8,26,28, ,28
30035,-.409999999999997,1.86,31.38,10.45,31.47,.01,1.86,16.01,19.19,18.38,40109,18.44,.0911477103838175,.565217391304348,.65,.32,44,12,31,31,91,259
30037,-.480000000000004,4.52,25.43,16.49,94.96,0,.34,6.41,15.45,21.42,36250,21.55,.147466856167095,.333333333333333,.23,.73,100,8,28,26, , 
30039,3.01000000000001,4.56999999999999,17.71,23.5,97.87,0,1.37,5.01,10.75,26.85,38179,24.68,.103163175033881,.111111111111111,.31,.65,100,8,23,26, ,80
30041,1.23,3.23,26.97,12.58,73.95,.4,2.4,6.03,8.71,21.76,46724,15.69,.265857665200572,.461538461538462,.5,.46,40,8,32,29,68,556
30043,2.25,4.17,23.38,13.54,95.55,.4,1.88,2.41,6.35,33.5,59284,17.11,.28982139466133,.523809523809524,.35,.62,100,8,21,20,22,164
30045,2.02,3.75999999999999,18.63,24.21,99.42,0,.82,2.63,7.37,27.33,40046,20.26,.0513199722511353,.363636363636364,.28,.7,100,8,25,30, ,49
30047,1.08999999999999,2.98999999999999,25.13,16.57,70.61,.17,3.57,9.53,10.14,25.46,38268,22.39,.24417344863413,.566037735849057,.43,.54,83.4,8,28,23,55,411
30049,1.94,3.66999999999999,22.8,13.56,93.91,.41,2.53,5.03,5.11,36.77,53053,20.7,.300623876189011,.566265060240964,.47,.5,28.9,7,24,19,37,257
30051,1.23,3.23,20.7,21.83,98.09,.52,0,1.46,26.48,20.75,42674,15.78,.365984848484849,.5,.26,.71,100,8,26,35, , 
30053,1.25,3.53,19.6,20.08,96.23,.14,2.24,4.1,13.19,17.16,32012,20.41,.580303707317816,.608695652173913,.29,.68,79.8,9,26,25,29,217
30055,1.28999999999999,4.09999999999999,25.4,19.06,97.96,0,0,3.49,6.27,19.9,50774,9.93,.126267914275905,.5,.22,.75,100,8,26,28, ,59
30057,2.67,3.2,18.16,20.42,97.11,.12,2.08,2.89,6.75,33.18,45242,20.31,.20573272504682,.391304347826087,.28,.69,100,8,25,28, ,101
30059,2.25,4.17,24.42,17.11,95.84,0,5.11,5.19,14.09,16.73,33846,22.96,.199254445418231,.5,.28,.69,100,9,25,29, ,124
30061,1.66,4.75999999999999,20.15,21.44,95.3,1.1,2.07,4.85,15.9,12.45,36261,26.06,.449609502876117,.6,.35,.6,100,9,28,31,31,225
30063,1.66,4.75999999999999,20.09,11.1,93.32,.43,2.67,5.73,6.29,38.14,43895,17.23,.286596741588985,.524752475247525,.57,.4,22.3,5,21,16,21,281
30065,-.480000000000004,4.52,19.36,18.44,97.63,.23,2.33,3.98,13.05,15.12,38669,14.21,.167654606449673,.578947368421053,.2,.76,100,9,22,29,32,332
30067,1.83,4.41,19.87,16.19,96.57,0,1.98,5.33,9.21,29.34,41232,21.03,.265423949388985,.466666666666667,.43,.54,47.7,6,21,22,23,256
30069,.390000000000001,3.33,26.06,19.01,86.97,7.39,3.52,1.19,7.84,8.82,38162,13.14, , ,.16,.81,100,8,24,26, , 
30071,.539999999999992,2.88,22.81,20.35,87.06,0,1.89,5.17,9.75,17.47,38958,22.24,.277370710911293,.458333333333333,.21,.76,100,9,26,33,28,250
30073,-.409999999999997,1.86,24.61,18.51,82.85,.65,1.62,3.71,11.85,20.45,38852,18.24,.46430688960266,.607142857142857,.36,.62,58.1,9,29,30,35,151
30075,.77000000000001,3.59,22.28,21.68,98.01,0,3.62,4.27,8.78,14.79,39091,15.82,.110937785129089,.428571428571429,.17,.82,100,9,24,31, , 
30077,3.01000000000001,4.56999999999999,17.11,16.13,92.53,.51,1.81,5.71,9.4,19.7,41347,26,.339429758742517,.466666666666667,.32,.65,54.2,8,24,26,39,283
30079,1.28999999999999,4.09999999999999,15.19,30.19,95.24,0,.27,2.24,14.57,14.46,34440,18.81,.27435762541664,.571428571428571,.24,.74,100,9,28,31, ,31
30081,2.27,3.71000000000001,22.36,18.73,96.35,.3,2.97,5.15,7.9,24.96,43512,20.66,.368771512088742,.587301587301587,.33,.65,84.6,7,21,21,30,218
30083,.219999999999999,2.83999999999999,23.62,14.81,96.02,.24,2.95,5.27,12.84,15.85,57413,17.36,.300605821402815,.483870967741936,.22,.76,44.2,7,31,30,39,90
30085,-.549999999999997,2.2,31.61,11.23,36.89,.07,1.39,12.15,13.83,15.78,37807,19.52,.137683670762907,.466666666666667,.56,.42,39.7,13,35,33,108,308
30087,.390000000000001,3.33,30.16,11.2,61.76,.75,3.25,9.16,10.65,17.04,44449,18.69,.334826673912896,.633333333333333,.41,.56,100,10,35,30,70,243
30089,1.25,3.53,20.49,21.19,91.97,.21,1.89,6.48,12.86,16.47,30368,20.95,.498693005806755,.514285714285714,.29,.67,100,10,24,27,32,332
30091,-.549999999999997,2.2,19.73,24.14,95.65,.23,.67,4.22,8.6,19.55,42148,24.82,.369498012660091,.461538461538462,.34,.63,100,9,28,31, ,233
30093,2.67,3.2,21.36,16.25,94.65,.25,3.64,7.62,9.8,22.49,40030,21.82,.128437239404076,.365853658536585,.65,.32,11.4,8,25,26,43,401
30095,-.480000000000004,4.52,22.46,16.08,96.54,.25,2.22,3.62,7.71,21.39,56652,18.08,.301252365803568,.476190476190476,.27,.71,100,8,27,24,17,143
30097,-.480000000000004,4.52,23.18,19.02,98.35,0,2.46,2.57,8.09,26.44,41913,19.59,.253118672849585,.545454545454545,.22,.75,100,8,21,30, ,301
30099,-.409999999999997,1.86,23.59,20.35,96.18,.03,1.57,3.28,12.25,24.85,40811,15.07,.248762317133351,.461538461538462,.33,.64,100,8,25,27,13,78
30101,1.23,3.23,19.71,14.34,91.33,.25,2.3,6.44,11.73,17.91,44688,19.47,.16413082345993,.5,.28,.69,43,9,29,27,26,366
30103,.390000000000001,3.33,20.51,21.48,87.5,0,9.71,.96,11.89,25.53,38571,14.84,.167413905133203,.5,.25,.7,100,8,25,29, , 
30105,1.28999999999999,4.09999999999999,23.32,20.41,87.34,.11,1.43,4.38,11.31,15.22,44641,19.02,.192727610279283,.393939393939394,.36,.61,55.2,10,27,31,30,124
30107,-.480000000000004,4.52,19.6,23.71,97.94,.05,0,1.89,17.26,17,32331,17.2,.253607100464888,.333333333333333,.28,.7,100,9,26,32, , 
30109,1.28999999999999,4.09999999999999,20.54,24.27,97.93,.83,1.66,2.83,17.59,14.47,43417,25.18,.144129994255122,.4,.05,.77,100,9,26,33, ,0
30111,.390000000000001,3.33,23.73,14.02,90.9,.67,4.66,7.74,8.2,29.36,50185,20.12,.35998773378813,.524390243902439,.38,.59,16.7,8,28,24,40,231
31001,.859999999999999,4.34999999999999,23.95,15.4,94.62,.73,7.57,5.42,10.57,22.35,47469,17.15,.343282715204468,.456521739130435,.32,.66,22.5,8,30,24,36,147
31003,1.72000000000001,3.97,23.86,20.71,98.46,.46,2.45,5.46,8.53,15.5,40474,16.15,.312287064101734,.384615384615385,.18,.81,100,11,29,30,18,19
31005,1.97999999999999,3.73999999999999,31.7,16.96,98.44,0,1.12,12.43,4.79,21.91,43194,28.09, , ,.11,.87,100,9,27,29, ,0
31007,2.06,4.16000000000001,21.19,18.35,98.58,0,1.56,0,7.71,23.5,27167,13.99,.794930014941614,.5,.13,.85,100,9,31,28, , 
31009,1.89,3.42999999999999,22.91,19.49,94.53,0,0,4.05,3.29,14.32,39688,6.39,.736191121654107,.6,.1,.89,100,9,29,31, , 
31011,1.17,3.44,23.68,21.1,99.31,.04,1.43,2.99,7.93,12.78,41691,18.42,.071706095421258,.227272727272727,.22,.76,100,9,29,31,15, 
31013,1.66,5.16999999999999,25.44,15.04,89.7,.13,9.87,7.79,10.8,21.11,44118,17.19,.207620444544268,.409090909090909,.36,.61,25,10,32,27,41,226
31015,1.73,3.78999999999999,20.95,24.58,96.66,0,3.39,3.19,10.97,13.71,37375,17.68,.431339459486093,.588235294117647,.18,.82,100,9,28,32, ,48
31017,1.89,3.42999999999999,23.79,24.61,98.32,.16,.06,5.66,9.93,17.74,29856,27.03,.450800960723996,.454545454545455,.14,.84,100,11,29,30, ,53
31019,1.60000000000001,3.70999999999999,23.71,12.07,93.34,.79,7.15,6.27,7.58,31.46,49851,15.94,.301592640774388,.53125,.28,.7,32.3,7,30,23,23,171
31021,.920000000000002,4.81,22.4,23.05,96.52,.8,1.75,4.16,9.47,18.56,45813,18.55,.35114016522813,.384615384615385,.38,.6,100,11,31,34,21,115
31023,1.36,4.53999999999999,24.5,18.95,97.86,.81,2.3,4.15,9.49,15.47,48804,18.48,.146733759933014,.181818181818182,.27,.71,65.7,8,28,30,17,102
31025,.890000000000001,3.81,25.38,13.95,97.47,.31,2.35,3.37,6.15,23.71,63608,16.98,.215489672056873,.295454545454545,.36,.62,73,9,29,27,20,55
31027,3.56,4.55,25.66,20.32,99.13,.1,1.23,2.73,8.92,16.07,42857,15.81,.0404420480348059,.136363636363636,.22,.76,100,9,28,31,14,23
31029,1.48999999999999,4.79000000000001,23.52,20.57,97.64,.03,10.08,7.48,9.9,15.87,40465,19.13,.494989993066283,.666666666666667,.14,.85,100,9,26,29,41,143
31031,1.89,3.42999999999999,21.9,21.72,93.29,.19,2.82,5.32,8.59,22.91,41929,18.49,.374997359024741,.578947368421053,.14,.84,52.5,8,27,30,37,224
31033,2.06,4.16000000000001,23.72,15.68,96.03,.3,5.45,5.11,5.63,26.28,50143,18.97,.248822295387355,.485714285714286,.23,.75,36.3,8,29,25,35,53
31035,1.84999999999999,4.47,25.53,17.9,96.94,.61,6.54,3.62,10.91,16.74,45590,20.28,.2496943705102,.321428571428571,.23,.76,100,11,35,33,26, 
31037,1.36,4.53999999999999,28.09,13.96,90.11,1.7,38.36,8.27,28.79,12.65,46685,18.12,.10098183212356,.25,.32,.67,40.5,9,33,29,72, 
31039,2.67999999999999,4.94,24.94,20.72,95.14,.53,7.78,3.95,12.27,17.62,46847,16.09,.363260886552136,.4,.26,.73,65.2,9,29,31,21,14
31041,1.89,3.42999999999999,23.86,20.88,97.97,.27,1.88,4.75,7.66,19.08,43657,16.81,.30453519174578,.466666666666667,.2,.79,67.7,9,30,32,22,111
31043,.430000000000007,3.27,28.92,11.3,73.64,2.8,34.08,8.59,27.02,10.84,43294,18.65,.188257554298754,.357142857142857,.47,.51,21.1,9,35,31,55,109
31045,1.66,5.16999999999999,18.05,16.06,90.92,2.15,3.28,6.33,9.41,37.18,36396,20.38,.280221788934243,.541666666666667,.3,.67,39.9,8,28,25,18,199
31047,1.08,3.94,28.83,13.89,79.69,2.7,31.03,7.23,24.11,15.36,45038,18.19,.252386043553949,.542372881355932,.28,.7,26.7,9,32,27,63,177
31049,1.48999999999999,4.79000000000001,20.89,25.67,97.41,.2,4.07,3.86,9.56,18.08,37500,18.25,.373954080585196,.5,.21,.75,100,9,28,31, ,0
31051,.430000000000007,3.27,26.7,17.85,96.71,.35,9.72,5.76,14.26,15.1,44840,16.52,.269492145846928,.428571428571429,.33,.65,100,9,33,32,29,86
31053,1.84,3.12,23.85,18.29,94.85,.43,9.27,8.13,14.78,17.33,44744,20.92,.389443604041413,.444444444444444,.38,.61,25.1,9,30,31,38,153
31055,3.19,5.5,26.08,10.59,78.32,11.2,10.83,8.7,10.1,35.74,52929,17.9,.235651914087555,.417061611374408,.47,.51,2.2,8,27,24,43,514
31057,1.48999999999999,4.79000000000001,21.58,22.79,99.09,.05,6.59,3.09,6.71,21.69,40278,17.68,.0398147269462861,.125,.18,.81,100,11,30,33, , 
31059,1.84999999999999,4.47,23.53,22.38,97.68,.42,2.7,3.52,6.74,16.82,44031,21.1,.162730005762899,.272727272727273,.28,.7,100,9,29,29,24, 
31061,.260000000000005,4.55,21.09,24.46,98.75,.19,1.44,3.14,8.69,16.49,40556,21.86,.156607979233678,.333333333333333,.25,.73,100,11,29,35, ,11
31063,1.15000000000001,4.03,21.55,19.29,95.75,.25,1.8,4.89,5.97,19.37,47552,14.85,.262816284040636,.25,.21,.77,100,9,33,33, ,0
31065,.260000000000005,4.55,23.2,22.87,97.69,.12,2.39,5.67,13.32,17.24,38650,22.08,.369616697234927,.423076923076923,.19,.8,100,11,33,28,32,43
31067,.679999999999993,4.39,23.16,19.31,97.57,.17,1.7,5.51,9.13,19.68,45573,20.59,.304997222105755,.406779661016949,.41,.57,44.4,10,33,29,31,239
31069,1.97999999999999,3.73999999999999,14.85,29.06,98.61,0,4.62,6.69,8.82,19.96,35861,21.79,.133275438210133,.384615384615385,.22,.76,100,12,28,33, , 
31071,1.98,4.08999999999999,25.51,22.76,97.72,.33,1.95,6.73,9.06,13.29,38973,21.63,.395286600174483,.5,.16,.82,100,10,27,27, , 
31073,1.08,3.94,21.95,21.55,97.17,.59,3.52,3.06,4.97,16.27,42875,18.86,.737108984431171,.333333333333333,.24,.75,100,10,29,28, ,26
31075,1.97999999999999,3.73999999999999,22.65,19.23,99.7,0,1.94,7.19,6.57,15.46,39531,16.67,.22401680193134,.285714285714286,.08,.89,100,9,26,32, , 
31077,1.98,4.08999999999999,26.8,21.58,99.41,.4,1.03,6.64,7.93,14.94,42396,19.93,.117849069727144,.222222222222222,.29,.69,100,11,33,31, , 
31079,1.32000000000001,3.92999999999999,27.23,13.28,91.05,2.1,22.13,10.78,16.56,16.64,47469,20.57,.323920407155867,.557142857142857,.35,.63,14.6,9,32,27,60,362
31081,2.08,4.59999999999999,25.81,16.84,98.42,.16,1.88,5.24,5.96,22.33,54980,16.21,.31925966886771,.5,.24,.74,51.1,8,31,29,21,61
31083,.260000000000005,4.55,21.52,23.26,98.26,.2,.99,1.84,9.04,17.5,45396,19.03,.389510504658869,.375,.2,.79,100,9,27,31, ,60
31085,1.48999999999999,4.79000000000001,22.68,20.33,98.06,.51,1.94,2.48,10.63,14.8,45536,13.61,.652164627845516,.666666666666667,.09,.88,100,8,29,30, , 
31087,1.15000000000001,4.03,20.89,22.75,98.49,.14,2.13,6.44,9.83,12.78,36920,24.19,.432244333798271,.5,.18,.79,100,10,32,34,32,82
31089,1.73,3.78999999999999,23.75,20.56,97.18,.17,2.49,2.95,9.89,16.61,46292,15.56,.323729572743429,.428571428571429,.18,.8,64.7,10,29,33,19, 
31091,1.97999999999999,3.73999999999999,20.75,26.74,99.03,0,0,1.82,5.88,26.46,39125,14.57,.311923473693497,.4,.15,.84,100,10,33,30, ,0
31093,1.98,4.08999999999999,24.53,18.39,98.32,.52,1.73,5.34,9.16,15.51,46358,18.99,.308565080405762,.411764705882353,.32,.66,100,8,30,31,19, 
31095,1.84999999999999,4.47,21.85,21.92,98.16,.07,2.31,3.99,10.46,13.56,42979,21.39,.346050030009252,.392857142857143,.35,.63,48.2,11,31,33,31,28
31097,.449999999999989,3.01000000000001,18.92,17.71,92.33,5.31,8.06,2.27,13.96,11.06,43643,22.61,.352593814670889,.375,.38,.59,100,9,33,30,26,19
31099,.260000000000005,4.55,24.18,17.82,97.89,.21,3.39,4.05,8,25.49,54611,17.63,.315308106606436,.333333333333333,.24,.74,54.6,7,27,26,22,82
31101,1.97999999999999,3.73999999999999,21.31,21.4,97.06,.29,5.18,3.7,10.77,19.73,42705,21.73,.435651547825695,.541666666666667,.23,.75,47.1,9,28,24,33,83
31103,1.73,3.78999999999999,17.04,31.59,99.61,0,0,2.49,8.02,14.4,38125,17.59,.649570392281147,.714285714285714,.17,.81,100,10,29,36, ,40
31105,2.06,4.16000000000001,22.59,22.3,95.44,.24,5.61,5.1,11.63,19.76,43191,19.35,.279598722836075,.461538461538462,.23,.73,100,10,28,27,42, 
31107,1.72000000000001,3.97,23.89,22.79,89.5,.68,1.65,5.03,11.87,17.74,38965,19.73,.173251409156589,.25,.26,.72,100,10,28,32,27,8
31109,2.94,4.65000000000001,23.02,10.79,88.97,3.5,5.67,7.09,6.59,35.95,51059,16.24,.284259340442303,.457627118644068,.49,.5,8.3,7,28,20,26,448
31111,1.48999999999999,4.79000000000001,25.02,15.51,94.35,.7,6.97,6.97,7.83,19.21,49521,22.38,.2753019102409,.527272727272727,.28,.69,30.5,9,32,28,38,171
31113,1.97999999999999,3.73999999999999,22.18,18.97,97.77,0,.28,.95,3.17,19.85,45625,9.77, , ,.16,.83,100,9,28,29, , 
31115,1.89,3.42999999999999,24.07,19.58,96.41,0,2.54,2.67,7.68,14.69,36250,18.36,1,1,.17,.81,100,10,30,29, , 
31117,1.97999999999999,3.73999999999999,23.84,21.17,100,0,0,5.71,8.41,22.66,57917,4.75,.495874599714909,.5,.14,.82,100,9,30,29, , 
31119,2.53,4.03999999999999,25.13,14.76,93.05,1.22,12.4,5.84,13.06,20.85,45077,17.96,.449649671661672,.596491228070175,.25,.73,27.9,9,29,24,44,136
31121,1.17,3.44,24.58,18.36,96.69,.45,3.17,4.33,10.12,14.67,49262,18.64,.246946468051176,.37037037037037,.27,.72,58.9,10,35,28,24,143
31123,1.25999999999999,3.56,24.56,19.66,94.93,0,13.82,5.87,14.83,21.3,42075,16.07,.516435109789372,.588235294117647,.21,.77,100,12,28,29,38,67
31125,1.17,3.44,23.78,19.37,98.02,.21,1.98,5.28,12.32,12.67,43399,19.2,.0992831350012982,.222222222222222,.3,.68,100,10,28,32, ,65
31127,.449999999999989,3.01000000000001,21.04,17.66,96.59,.65,1.68,2.79,8.62,23.64,41424,18.15,.181491084184348,.266666666666667,.35,.63,52.1,9,33,31,22,80
31129,.859999999999999,4.34999999999999,20.82,26.07,97.29,.97,.84,5.53,8.04,12.99,32444,22.69,.27437198215268,.4,.26,.72,100,9,30,30,30,44
31131,2.81999999999999,2.95999999999999,24.55,18.81,97.27,.17,5.2,4.37,10.31,22.16,50000,18.19,.0699922292284361,.26530612244898,.37,.61,55.1,9,33,29,34,70
31133,.449999999999989,3.01000000000001,20.35,25.8,98.22,0,1.34,4.73,10.5,13.74,44477,18.93,.243737384173787,.384615384615385,.3,.67,100,11,31,35, ,63
31135,1.48999999999999,4.79000000000001,23.87,19.15,99.46,0,3.37,3.95,6.99,17.99,52266,18.74,.368821340104808,.5,.17,.81,100,9,27,31, ,23
31137,1.08,3.94,24.25,19.24,97.93,.12,3.76,3.77,6.66,22.14,44570,18.84,.494842957869588,.538461538461538,.2,.78,41.9,9,31,27,25,69
31139,1.72000000000001,3.97,25.88,17.37,98.05,.12,1.33,3.75,9.04,14.54,51205,16.37,.505777755149062,.375,.19,.79,100,9,32,34,16,63
31141,1.69,5.17999999999999,26.84,14.4,94.87,.23,12.81,6.11,9.97,17.58,51273,17.64,.312546129926071,.434782608695652,.23,.75,31.4,8,28,25,39,104
31143,2.08,4.59999999999999,24.12,19.84,97.27,.07,2.63,5.32,8.24,16.1,50298,18.75,.235661002533799,.444444444444444,.22,.77,100,11,34,30,19,19
31145,1.15000000000001,4.03,22.93,18.75,96.68,.53,3.82,5.81,7.79,20.38,42627,18.79,.26072094468614,.464285714285714,.19,.79,31.6,9,31,26,26,80
31147,.449999999999989,3.01000000000001,21.46,22.69,94.87,.19,1.41,6.34,8.85,15.38,39512,22.18,.249625400478909,.305555555555556,.32,.65,50.6,11,33,34,32,69
31149,1.73,3.78999999999999,19.11,22.11,99.25,.75,1.25,2.23,7.85,22.08,39977,17.88,.0921783939052329,.333333333333333,.13,.85,100,10,31,32, ,0
31151,.439999999999998,3.28999999999999,24.29,15.23,94.53,.16,18.81,4.66,16.22,14.13,45347,18.05,.291794610081458,.28125,.46,.52,51.1,8,33,28,34,158
31153,2.34,5.83000000000001,28.83,8.2,89.32,3.98,7.05,7.14,5.35,35.52,69018,13.16,.297235372138162,.6,.37,.61,5.3,7,29,20,26,80
31155,1.75,4.39999999999999,25.95,15.47,97.8,.31,1.99,4.51,6.95,22.83,58348,15.49,.139892737488944,.25,.32,.66,66.5,8,30,26,16,69
31157,1.25999999999999,3.56,24.84,16.72,90.9,.49,20.52,9.07,13.46,19.55,40939,22.38,.395851201755261,.619718309859155,.3,.68,29.8,10,32,28,59,178
31159,.88000000000001,3.64,23.14,15.1,97.37,.81,1.65,2.22,7.57,26.53,59088,12.31,.59391011137548,.585365853658537,.32,.66,60.4,9,29,24,12,35
31161,1.25999999999999,3.56,23.54,22.34,85.75,.18,2.88,5.24,9.81,21.18,34588,21.55,.342369238413272,.461538461538462,.16,.82,100,10,27,32,35,286
31163,1.98,4.08999999999999,20.13,25.14,98.72,0,2.65,3.41,12.5,15.79,41250,19.76,.186270265429812,.428571428571429,.36,.61,100,9,31,32, ,55
31165,1.66,5.16999999999999,20.88,19.99,97.68,0,1.5,2.04,5.41,24.73,42386,19.16,.160119436409443,.333333333333333,.14,.85,100,8,29,29, ,75
31167,2.67999999999999,4.94,27.53,14.16,95.44,.16,4.28,5.3,8.04,14.05,49236,13.83,.483893104992399,.4,.23,.74,73.5,7,33,32,28,32
31169,1.84999999999999,4.47,21.74,25.62,98.45,.1,1.76,3.07,10.97,16.95,43198,18.8,.432008620788057,.441176470588235,.28,.71,100,11,29,31, ,46
31171,1.89,3.42999999999999,24.69,17.23,97.01,.14,0,1.26,6.74,18.73,51375,17.53,.38461402340836,.333333333333333,.1,.88,100,9,33,30, , 
31173,.920000000000002,4.81,35.65,11.92,39.6,.48,3.19,18.41,14.5,13.32,39568,20.11,.232782778532609,.315789473684211,.58,.41,100,14,37,35,105,1712
31175,1.98,4.08999999999999,20.34,26.15,98.21,.05,1.69,3.75,8.46,18.37,42897,16.51,.299972971349631,.461538461538462,.23,.76,100,11,29,31, , 
31177,2.61,5.07000000000001,25.14,13.91,97.43,.53,2.01,3.68,6.56,27.44,64737,14.62,.154648166501487,.384615384615385,.31,.68,61.2,8,30,23,14,37
31179,3.56,4.55,18.93,13.79,95.33,1.02,3.91,6.58,8.02,29.08,46418,14.36,.364145019195456,.470588235294118,.29,.68,42.1,7,29,26,8,78
31181,.859999999999999,4.34999999999999,22.41,23.8,97.34,.5,3.37,4.01,9.72,16.5,38538,19.51,.428000625430176,.4375,.25,.73,100,12,30,34, ,111
31183,1.98,4.08999999999999,22.27,14.8,98.13,0,1.44,2.22,3.38,23.46,39653,21.12,.272729085824914,.5,.21,.77,100,9,27,31, ,83
31185,.439999999999998,3.28999999999999,22.88,18.18,95.15,.85,3.82,3.73,8.93,22.37,48655,18.56,.537802201898889,.515151515151515,.22,.77,44.1,9,35,29,30,36
32001,1.95999999999999,4.67999999999999,25.42,15.15,85.52,1.89,11.86,7.16,11.56,17.82,52589,21.83,.338589268863713,.612903225806452,.29,.69,34.7,9,29,27,53,233
32003,3.45,5.53999999999999,25.18,11.09,69.29,10.33,28.73,9.06,16.53,22.04,55961,20.68,.215986378705853,.433002481389578,.56,.42,1.3,9,26,25,50,812
32005,4.11,3.67,20.33,19.96,90.41,.31,10.61,6.35,7.99,25.34,60383,21.22,.411036721444512,.6,.36,.62,31.6,8,22,18,20,168
32007,4.52000000000001,6.25999999999999,29.15,8.28,88.4,.9,22.67,5.56,15.26,16.09,69459,17.44,.174597248460787,.440677966101695,.22,.75,37.9,7,31,24,57,277
32009,-1.39,1.49000000000001,10.7,29.43,90.97,.78,14.27,2.16,19.48,16.24,29438,46.37,.958272911829473,1,.21,.73,100,10,28,26, ,432
32011,3.09999999999999,5.80000000000001,25.82,14.68,90.49,.62,6.97,0,11.83,22.61,61908,20.2,.200621986600154,.666666666666667,.13,.82,100,8,27,26, ,449
32013,2.28,5.03,27.38,9.78,87.88,.18,23.62,5.33,18.43,13.41,54943,17.25,.178804114873553,.636363636363636,.3,.66,37.9,8,30,25,60,429
32015,3.09999999999999,5.80000000000001,25.54,11.66,90.27,.02,22.9,8.23,22.39,12.97,69814,13.83,.377506247171556,.7,.25,.73,39,8,27,25,45,733
32017,3.45,5.53999999999999,32.3,16.82,92,2.72,6.93,5.73,14.42,16.44,42662,19.43,.0975620587954274,.357142857142857,.19,.79,100,12,25,26,14,100
32019,2.25,3.87,25.12,15.35,88.6,1.12,14.79,5.9,14.84,13.84,46598,22.89,.292038553858313,.638297872340426,.34,.63,36.9,9,30,27,43,202
32021,-1.39,1.49000000000001,17.5,22.12,79.43,2.73,8.05,10.05,13.97,7.75,31108,27.32,.339020138304957,.5625,.42,.53,31.9,13,31,30,43,492
32023,-1.39,1.49000000000001,21.05,22.88,90.2,2.15,13.43,6.63,19.39,10.62,39740,26.22,.285157005609646,.611111111111111,.36,.6,35.3,11,30,31,45,472
32027,2.28,5.03,19.7,12.9,84.6,4.84,21.59,5,19.45,12.41,56473,22.04,.21867798610005,.666666666666667,.34,.62,100,7,29,26,53,626
32029,2.25,3.87,17.3,17.6,92.27,.35,3.57,3.53,8.39,18.1,59386,17.9,.0687008393594605,.25,.4,.57,92.6,8,23,23, ,190
32031,2.45999999999999,4.85000000000001,23.74,11.82,80.68,2.54,21.93,7.82,13.53,26.98,55813,20.94,.261500391117616,.509345794392523,.51,.47,4.3,7,23,17,43,493
32033,3.09999999999999,5.80000000000001,21.36,15.22,86.08,1.87,12.65,7.69,14.66,13.03,49812,24.74,.0319591881986359,.3125,.27,.7,53.3,8,30,25,54,238
32510,1.89999999999999,3.73,21.56,16.62,84.32,2.06,20.74,8.39,12.86,21,54235,26.4,.451044574557178,.5,.44,.53,4.8,8,23,21,55,349
33001,3.34,5.31,21.34,16.34,96.79,.51,1.29,6.84,10.22,28.17,56921,22.22,.0662053708021908,.327586206896552,.47,.52,66.3,9,26,22,26,202
33003,5.20999999999999,6.77,18.92,20.17,97.77,.11,1.07,5.73,8.87,29.7,50555,21.2,.121923078931542,.274509803921569,.49,.5,90.2,9,24,21,21,143
33005,3.05000000000001,5.21000000000001,19.93,14.57,96.37,.53,1.47,5.34,10,30.19,55241,18.87,.207834158472133,.294117647058824,.61,.37,65,9,28,22,16,164
33007,2.52000000000001,4.93000000000001,19.23,19.14,97.02,.6,1.22,6.52,15.53,16.39,41087,23.51,.0598784533659856,.28,.58,.4,66.2,10,31,29,31,128
33009,4.41000000000001,5.91,18.64,15.18,93.87,.97,1.85,5.27,9,36.02,53000,17.6,.0741297713300013,.26605504587156,.61,.37,68.7,8,24,20,15,156
33011,3.92,6.35000000000001,23.73,11.69,91.37,1.98,5.16,7.14,9.49,34.6,70591,18.04,.118512709323246,.41869918699187,.5,.49,21.2,8,27,22,21,226
33013,4.08,6.20999999999999,22.09,13.48,95.75,1,1.62,6.8,8.21,33.36,65722,19.24,.114619538678028,.324324324324324,.56,.43,54.6,8,25,21,17,129
33015,3.90000000000001,6.02,23.2,12.33,95.72,.72,2.1,5.21,6.06,36.76,77470,16.53,.0648940269749518,.331521739130435,.47,.52,24.9,8,26,20,12,119
33017,3.02999999999999,4.25,20.78,11.8,93.94,.83,1.82,6.01,9.74,30.19,59082,17.65,.123169302870533,.44047619047619,.56,.42,32.4,9,30,23,16,168
33019,2.52000000000001,4.42,21.27,16.34,97.05,.34,1.17,7.06,9.93,25.77,51678,19.8,.0833297557206027,.297872340425532,.56,.42,64.2,9,29,26,34,147
34001,3.28,6.24000000000001,23.45,14.04,65.61,16.24,16.4,10.13,15.81,23.16,55222,19.54,.116575340682754,.432900432900433,.58,.41,12.7,10,28,25,36,519
34003,5.09,7.27,22.65,15.07,73.99,5.57,15.58,5.79,9.03,45.1,83443,15.61,.0572767185342621,.343612334801762,.55,.44,.1,8,22,24,7,106
34005,3.75,5.78999999999999,23.4,13.66,74.61,16.24,6.24,7.2,8.58,33.92,77798,17.95,.127505694608658,.352201257861635,.59,.4,6.7,9,28,24,18,154
