Stock,Industry,SubIndustry,Date,Positiv,Negativ,Pstv,Ngtv,Strong,Weak,Active,Passive,Polarity PN,Polarity SW,Polarity AP
HIG,Financials,Property & Casualty Insurance,2/9/10,0.134,0.097,0.125,0.079,0.23,0.043,0.172,0.077,0.163,0.687,0.384
HMA,Health Care,Health Care Facilities,1/24/06,0.167,0.059,0.159,0.058,0.23,0.036,0.194,0.093,0.479,0.729,0.353
HMA,Health Care,Health Care Facilities,4/25/06,0.126,0.059,0.121,0.057,0.232,0.029,0.178,0.071,0.36,0.779,0.429
HMA,Health Care,Health Care Facilities,7/25/06,0.153,0.066,0.148,0.064,0.22,0.034,0.176,0.082,0.399,0.735,0.366
HMA,Health Care,Health Care Facilities,10/24/06,0.14,0.062,0.131,0.06,0.217,0.031,0.167,0.087,0.386,0.747,0.316
HMA,Health Care,Health Care Facilities,1/17/07,0.203,0.076,0.193,0.074,0.245,0.039,0.196,0.099,0.458,0.727,0.329
HMA,Health Care,Health Care Facilities,2/22/07,0.17,0.063,0.162,0.063,0.235,0.025,0.18,0.086,0.457,0.805,0.356
HMA,Health Care,Health Care Facilities,4/24/07,0.141,0.053,0.134,0.052,0.204,0.038,0.166,0.092,0.457,0.689,0.286
HMA,Health Care,Health Care Facilities,7/31/07,0.157,0.066,0.147,0.062,0.225,0.038,0.198,0.083,0.406,0.71,0.409
HMA,Health Care,Health Care Facilities,10/26/07,0.147,0.087,0.14,0.086,0.22,0.037,0.204,0.089,0.257,0.71,0.395
HMA,Health Care,Health Care Facilities,2/21/08,0.161,0.057,0.149,0.054,0.218,0.03,0.191,0.075,0.477,0.756,0.438
HMA,Health Care,Health Care Facilities,4/23/08,0.167,0.062,0.153,0.06,0.228,0.035,0.185,0.098,0.462,0.732,0.31
HMA,Health Care,Health Care Facilities,8/5/08,0.172,0.058,0.162,0.055,0.233,0.036,0.186,0.098,0.495,0.731,0.309
HMA,Health Care,Health Care Facilities,10/28/08,0.192,0.064,0.185,0.061,0.222,0.035,0.21,0.101,0.5,0.728,0.352
HMA,Health Care,Health Care Facilities,2/24/09,0.169,0.057,0.158,0.054,0.213,0.033,0.196,0.093,0.499,0.735,0.357
HMA,Health Care,Health Care Facilities,4/28/09,0.168,0.062,0.162,0.058,0.226,0.046,0.203,0.096,0.463,0.66,0.358
HMA,Health Care,Health Care Facilities,7/28/09,0.155,0.058,0.15,0.054,0.217,0.034,0.188,0.086,0.459,0.73,0.371
HMA,Health Care,Health Care Facilities,10/27/09,0.171,0.064,0.163,0.063,0.228,0.038,0.202,0.091,0.457,0.711,0.377
HMA,Health Care,Health Care Facilities,2/23/10,0.172,0.056,0.164,0.054,0.221,0.031,0.189,0.093,0.511,0.751,0.342
HNZ,Consumer Staples,#REF!,2/28/06,0.141,0.055,0.124,0.054,0.205,0.021,0.171,0.08,0.439,0.813,0.362
HNZ,Consumer Staples,#REF!,6/1/06,0.138,0.071,0.126,0.066,0.237,0.026,0.187,0.066,0.32,0.803,0.477
HNZ,Consumer Staples,#REF!,8/31/06,0.143,0.06,0.128,0.057,0.214,0.023,0.167,0.078,0.412,0.805,0.366
HNZ,Consumer Staples,#REF!,11/30/06,0.137,0.059,0.126,0.056,0.215,0.021,0.15,0.062,0.396,0.822,0.416
HNZ,Consumer Staples,#REF!,2/27/07,0.139,0.064,0.128,0.062,0.214,0.032,0.172,0.08,0.367,0.741,0.367
HNZ,Consumer Staples,#REF!,5/31/07,0.133,0.053,0.121,0.049,0.214,0.02,0.171,0.073,0.43,0.826,0.402
HNZ,Consumer Staples,#REF!,8/24/07,0.136,0.065,0.127,0.059,0.215,0.022,0.149,0.073,0.354,0.814,0.345
HNZ,Consumer Staples,#REF!,11/29/07,0.125,0.062,0.115,0.056,0.22,0.017,0.172,0.08,0.334,0.855,0.365
HNZ,Consumer Staples,#REF!,2/26/08,0.148,0.061,0.14,0.058,0.22,0.023,0.166,0.082,0.415,0.814,0.34
HNZ,Consumer Staples,#REF!,5/29/08,0.129,0.05,0.12,0.046,0.214,0.019,0.162,0.071,0.442,0.834,0.39
HNZ,Consumer Staples,#REF!,8/21/08,0.128,0.062,0.12,0.056,0.201,0.02,0.171,0.079,0.351,0.816,0.368
HNZ,Consumer Staples,#REF!,11/21/08,0.135,0.062,0.127,0.057,0.197,0.025,0.18,0.065,0.372,0.774,0.466
HNZ,Consumer Staples,#REF!,2/24/09,0.133,0.077,0.122,0.07,0.217,0.027,0.176,0.078,0.266,0.781,0.388
HNZ,Consumer Staples,#REF!,5/28/09,0.116,0.064,0.106,0.059,0.208,0.029,0.167,0.076,0.288,0.754,0.377
HNZ,Consumer Staples,#REF!,8/20/09,0.146,0.078,0.137,0.073,0.221,0.031,0.179,0.076,0.304,0.753,0.407
HNZ,Consumer Staples,#REF!,11/24/09,0.13,0.06,0.122,0.057,0.203,0.03,0.174,0.071,0.371,0.747,0.422
HNZ,Consumer Staples,#REF!,2/25/10,0.135,0.052,0.126,0.051,0.208,0.025,0.161,0.06,0.442,0.784,0.456
HOG,Consumer Discretionary,Motorcycle Manufacturers,1/19/06,0.117,0.06,0.112,0.055,0.215,0.038,0.184,0.089,0.324,0.701,0.348
HOG,Consumer Discretionary,Motorcycle Manufacturers,4/12/06,0.122,0.051,0.119,0.051,0.21,0.035,0.17,0.083,0.407,0.715,0.345
HOG,Consumer Discretionary,Motorcycle Manufacturers,7/17/06,0.127,0.058,0.122,0.056,0.212,0.031,0.2,0.081,0.373,0.742,0.423
HOG,Consumer Discretionary,Motorcycle Manufacturers,10/12/06,0.151,0.053,0.143,0.051,0.235,0.03,0.185,0.089,0.478,0.776,0.351
HOG,Consumer Discretionary,Motorcycle Manufacturers,1/18/07,0.134,0.049,0.124,0.048,0.225,0.038,0.179,0.085,0.46,0.711,0.355
HOG,Consumer Discretionary,Motorcycle Manufacturers,4/19/07,0.139,0.058,0.132,0.057,0.208,0.042,0.169,0.087,0.408,0.665,0.321
HOG,Consumer Discretionary,Motorcycle Manufacturers,7/19/07,0.145,0.046,0.135,0.045,0.212,0.033,0.195,0.088,0.516,0.728,0.378
HOG,Consumer Discretionary,Motorcycle Manufacturers,10/19/07,0.132,0.064,0.124,0.063,0.22,0.04,0.191,0.071,0.347,0.693,0.457
HOG,Consumer Discretionary,Motorcycle Manufacturers,1/25/08,0.118,0.054,0.111,0.052,0.217,0.034,0.207,0.077,0.371,0.731,0.459
HOG,Consumer Discretionary,Motorcycle Manufacturers,4/17/08,0.123,0.056,0.116,0.054,0.205,0.031,0.196,0.077,0.37,0.739,0.438
HOG,Consumer Discretionary,Motorcycle Manufacturers,7/11/08,0.144,0.037,0.135,0.037,0.209,0.023,0.185,0.064,0.588,0.799,0.484
HOG,Consumer Discretionary,Motorcycle Manufacturers,7/17/08,0.133,0.063,0.125,0.061,0.205,0.039,0.194,0.075,0.36,0.684,0.443
HOG,Consumer Discretionary,Motorcycle Manufacturers,10/16/08,0.128,0.054,0.119,0.051,0.215,0.036,0.202,0.08,0.402,0.71,0.432
HOG,Consumer Discretionary,Motorcycle Manufacturers,1/23/09,0.131,0.071,0.121,0.069,0.23,0.038,0.181,0.066,0.3,0.719,0.468
HOG,Consumer Discretionary,Motorcycle Manufacturers,4/16/09,0.157,0.069,0.148,0.068,0.216,0.034,0.188,0.079,0.388,0.726,0.411
HOG,Consumer Discretionary,Motorcycle Manufacturers,7/16/09,0.151,0.077,0.136,0.076,0.211,0.04,0.191,0.069,0.327,0.685,0.471
HOG,Consumer Discretionary,Motorcycle Manufacturers,10/15/09,0.141,0.076,0.127,0.073,0.225,0.038,0.19,0.084,0.3,0.709,0.39
HOG,Consumer Discretionary,Motorcycle Manufacturers,1/22/10,0.144,0.09,0.131,0.085,0.199,0.041,0.167,0.086,0.233,0.663,0.318
HON,Industrials,Industrial Conglomerates,1/26/06,0.143,0.056,0.133,0.053,0.209,0.029,0.181,0.082,0.437,0.755,0.376
HON,Industrials,Industrial Conglomerates,3/23/06,0.145,0.067,0.132,0.064,0.188,0.013,0.147,0.058,0.37,0.872,0.432
HON,Industrials,Industrial Conglomerates,4/19/06,0.143,0.052,0.133,0.05,0.23,0.039,0.184,0.099,0.467,0.713,0.298
HON,Industrials,Industrial Conglomerates,5/12/06,0.122,0.044,0.115,0.042,0.193,0.016,0.141,0.07,0.467,0.851,0.337
HON,Industrials,Industrial Conglomerates,7/20/06,0.149,0.059,0.14,0.054,0.224,0.036,0.184,0.1,0.436,0.726,0.294
HON,Industrials,Industrial Conglomerates,8/14/06,0.124,0.057,0.116,0.054,0.207,0.01,0.141,0.063,0.371,0.906,0.386
HON,Industrials,Industrial Conglomerates,10/19/06,0.146,0.049,0.136,0.046,0.24,0.034,0.171,0.104,0.495,0.75,0.243
HON,Industrials,Industrial Conglomerates,11/14/06,0.129,0.066,0.121,0.063,0.21,0.021,0.141,0.066,0.325,0.821,0.365
HON,Industrials,Industrial Conglomerates,12/14/06,0.152,0.062,0.143,0.056,0.234,0.033,0.192,0.103,0.421,0.754,0.304
HON,Industrials,Industrial Conglomerates,1/26/07,0.154,0.063,0.144,0.059,0.221,0.031,0.168,0.09,0.418,0.757,0.304
HON,Industrials,Industrial Conglomerates,3/23/07,0.131,0.069,0.122,0.067,0.252,0.022,0.183,0.064,0.309,0.84,0.483
HON,Industrials,Industrial Conglomerates,4/20/07,0.141,0.064,0.133,0.06,0.233,0.031,0.189,0.092,0.379,0.767,0.347
HON,Industrials,Industrial Conglomerates,7/19/07,0.161,0.051,0.153,0.047,0.217,0.037,0.181,0.085,0.523,0.711,0.361
HON,Industrials,Industrial Conglomerates,9/19/07,0.182,0.033,0.18,0.029,0.203,0.017,0.176,0.081,0.692,0.849,0.371
HON,Industrials,Industrial Conglomerates,10/19/07,0.158,0.06,0.152,0.057,0.228,0.027,0.188,0.094,0.449,0.791,0.333
HON,Industrials,Industrial Conglomerates,12/13/07,0.134,0.064,0.127,0.059,0.211,0.029,0.188,0.114,0.355,0.759,0.244
HON,Industrials,Industrial Conglomerates,1/25/08,0.158,0.065,0.148,0.06,0.24,0.029,0.201,0.092,0.418,0.783,0.375
HON,Industrials,Industrial Conglomerates,4/18/08,0.141,0.056,0.135,0.053,0.229,0.031,0.188,0.09,0.43,0.761,0.351
HON,Industrials,Industrial Conglomerates,7/18/08,0.147,0.062,0.138,0.058,0.233,0.029,0.182,0.092,0.407,0.781,0.331
HON,Industrials,Industrial Conglomerates,10/17/08,0.154,0.06,0.143,0.056,0.241,0.029,0.19,0.08,0.444,0.784,0.407
HON,Industrials,Industrial Conglomerates,12/15/08,0.133,0.056,0.121,0.05,0.228,0.03,0.188,0.095,0.404,0.77,0.332
HON,Industrials,Industrial Conglomerates,1/30/09,0.134,0.072,0.127,0.068,0.229,0.035,0.189,0.078,0.301,0.737,0.414
HON,Industrials,Industrial Conglomerates,4/24/09,0.129,0.064,0.117,0.06,0.228,0.033,0.189,0.091,0.336,0.746,0.348
HON,Industrials,Industrial Conglomerates,7/27/09,0.13,0.063,0.12,0.06,0.238,0.035,0.208,0.091,0.351,0.743,0.39
HON,Industrials,Industrial Conglomerates,10/23/09,0.154,0.066,0.143,0.062,0.247,0.033,0.204,0.085,0.399,0.765,0.413
HON,Industrials,Industrial Conglomerates,12/16/09,0.156,0.055,0.141,0.052,0.235,0.04,0.203,0.092,0.477,0.709,0.377
HON,Industrials,Industrial Conglomerates,1/29/10,0.143,0.062,0.132,0.06,0.25,0.041,0.211,0.087,0.396,0.717,0.418
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,2/2/06,0.15,0.063,0.137,0.061,0.232,0.026,0.179,0.105,0.405,0.798,0.261
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,4/27/06,0.151,0.058,0.144,0.057,0.209,0.024,0.17,0.089,0.445,0.792,0.313
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,7/27/06,0.14,0.057,0.131,0.056,0.237,0.028,0.188,0.089,0.419,0.788,0.359
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,10/26/06,0.16,0.048,0.15,0.047,0.232,0.025,0.187,0.115,0.535,0.803,0.238
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,2/1/07,0.156,0.043,0.146,0.041,0.206,0.024,0.178,0.095,0.571,0.788,0.303
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,4/2/07,0.204,0.049,0.197,0.046,0.241,0.026,0.164,0.083,0.612,0.804,0.331
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,4/26/07,0.153,0.045,0.141,0.044,0.226,0.022,0.168,0.101,0.55,0.823,0.248
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,8/2/07,0.16,0.048,0.152,0.047,0.237,0.02,0.178,0.094,0.54,0.848,0.311
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,9/4/07,0.194,0.049,0.182,0.045,0.207,0.025,0.164,0.086,0.597,0.783,0.311
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,10/25/07,0.157,0.059,0.144,0.058,0.231,0.03,0.188,0.107,0.454,0.774,0.276
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,1/31/08,0.151,0.059,0.14,0.056,0.216,0.032,0.185,0.104,0.436,0.742,0.278
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,4/24/08,0.144,0.06,0.134,0.056,0.23,0.031,0.184,0.098,0.41,0.766,0.304
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,7/24/08,0.143,0.066,0.133,0.06,0.217,0.027,0.19,0.09,0.369,0.782,0.357
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,10/23/08,0.149,0.055,0.135,0.052,0.218,0.031,0.185,0.102,0.464,0.751,0.289
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,1/29/09,0.144,0.066,0.13,0.063,0.219,0.03,0.189,0.087,0.37,0.761,0.37
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,4/30/09,0.147,0.067,0.13,0.063,0.203,0.028,0.177,0.089,0.375,0.76,0.329
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,7/23/09,0.142,0.064,0.126,0.059,0.228,0.029,0.184,0.089,0.378,0.776,0.35
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,10/22/09,0.15,0.064,0.135,0.059,0.223,0.028,0.187,0.098,0.4,0.778,0.315
HOT,Consumer Discretionary,Hotels_ Resorts & Cruise Lines,2/4/10,0.128,0.061,0.118,0.056,0.204,0.028,0.189,0.096,0.358,0.759,0.328
HPQ,Information Technology,Computer Hardware,2/13/06,0.166,0.067,0.156,0.061,0.234,0.026,0.179,0.065,0.428,0.799,0.466
HPQ,Information Technology,Computer Hardware,2/15/06,0.142,0.057,0.136,0.055,0.23,0.026,0.203,0.087,0.429,0.794,0.401
HPQ,Information Technology,Computer Hardware,3/2/06,0.152,0.062,0.148,0.058,0.209,0.032,0.196,0.107,0.421,0.735,0.294
HPQ,Information Technology,Computer Hardware,5/2/06,0.161,0.052,0.142,0.05,0.239,0.026,0.201,0.086,0.514,0.801,0.403
HPQ,Information Technology,Computer Hardware,5/16/06,0.138,0.072,0.132,0.07,0.239,0.024,0.207,0.081,0.312,0.819,0.437
HPQ,Information Technology,Computer Hardware,5/24/06,0.139,0.052,0.134,0.05,0.207,0.033,0.154,0.077,0.454,0.725,0.336
HPQ,Information Technology,Computer Hardware,7/11/06,0.139,0.059,0.129,0.054,0.188,0.014,0.162,0.059,0.409,0.863,0.463
HPQ,Information Technology,Computer Hardware,7/13/06,0.197,0.046,0.196,0.041,0.204,0.02,0.147,0.083,0.624,0.825,0.277
HPQ,Information Technology,Computer Hardware,7/25/06,0.173,0.068,0.164,0.064,0.233,0.02,0.206,0.081,0.435,0.845,0.437
HPQ,Information Technology,Computer Hardware,7/26/06,0.164,0.038,0.156,0.032,0.204,0.025,0.164,0.073,0.625,0.785,0.384
HPQ,Information Technology,Computer Hardware,8/1/06,0.144,0.052,0.13,0.05,0.226,0.027,0.201,0.075,0.469,0.787,0.454
HPQ,Information Technology,Computer Hardware,8/16/06,0.126,0.061,0.119,0.058,0.212,0.028,0.19,0.085,0.347,0.764,0.381
HPQ,Information Technology,Computer Hardware,8/24/06,0.133,0.06,0.123,0.057,0.176,0.023,0.171,0.072,0.38,0.767,0.407
HPQ,Information Technology,Computer Hardware,11/1/06,0.146,0.055,0.137,0.053,0.235,0.025,0.212,0.084,0.451,0.812,0.43
HPQ,Information Technology,Computer Hardware,11/7/06,0.179,0.047,0.176,0.044,0.214,0.029,0.146,0.069,0.587,0.764,0.356
HPQ,Information Technology,Computer Hardware,11/16/06,0.127,0.066,0.12,0.064,0.213,0.029,0.197,0.083,0.312,0.759,0.409
HPQ,Information Technology,Computer Hardware,11/29/06,0.163,0.055,0.16,0.053,0.197,0.025,0.18,0.094,0.495,0.773,0.312
HPQ,Information Technology,Computer Hardware,2/7/07,0.148,0.056,0.138,0.054,0.241,0.024,0.193,0.078,0.451,0.823,0.423
HPQ,Information Technology,Computer Hardware,2/20/07,0.137,0.066,0.127,0.063,0.233,0.03,0.217,0.088,0.349,0.772,0.421
HPQ,Information Technology,Computer Hardware,3/6/07,0.125,0.046,0.117,0.043,0.2,0.03,0.151,0.088,0.464,0.742,0.261
HPQ,Information Technology,Computer Hardware,5/3/07,0.134,0.059,0.125,0.057,0.229,0.032,0.179,0.074,0.389,0.755,0.415
HPQ,Information Technology,Computer Hardware,5/16/07,0.121,0.063,0.112,0.061,0.209,0.024,0.184,0.083,0.316,0.792,0.376
HPQ,Information Technology,Computer Hardware,5/30/07,0.138,0.054,0.134,0.049,0.208,0.028,0.156,0.068,0.439,0.76,0.392
HPQ,Information Technology,Computer Hardware,7/23/07,0.177,0.043,0.168,0.04,0.194,0.014,0.163,0.071,0.613,0.862,0.394
HPQ,Information Technology,Computer Hardware,8/1/07,0.154,0.077,0.142,0.074,0.233,0.036,0.197,0.08,0.335,0.736,0.426
HPQ,Information Technology,Computer Hardware,8/16/07,0.132,0.047,0.124,0.046,0.209,0.026,0.18,0.078,0.473,0.781,0.398
HPQ,Information Technology,Computer Hardware,11/2/07,0.142,0.07,0.133,0.068,0.245,0.033,0.232,0.094,0.343,0.765,0.422
HPQ,Information Technology,Computer Hardware,11/19/07,0.153,0.058,0.146,0.057,0.214,0.034,0.188,0.095,0.447,0.728,0.33
HPQ,Information Technology,Computer Hardware,2/6/08,0.144,0.067,0.133,0.066,0.238,0.028,0.209,0.096,0.363,0.787,0.372
HPQ,Information Technology,Computer Hardware,2/19/08,0.128,0.063,0.123,0.062,0.235,0.035,0.192,0.086,0.341,0.74,0.38
HPQ,Information Technology,Computer Hardware,4/24/08,0.136,0.051,0.13,0.048,0.241,0.022,0.19,0.083,0.458,0.834,0.393
HPQ,Information Technology,Computer Hardware,5/13/08,0.173,0.08,0.159,0.076,0.244,0.027,0.191,0.081,0.368,0.803,0.405
HPQ,Information Technology,Computer Hardware,5/20/08,0.139,0.056,0.132,0.054,0.199,0.033,0.172,0.077,0.423,0.712,0.381
HPQ,Information Technology,Computer Hardware,8/19/08,0.129,0.078,0.121,0.073,0.218,0.03,0.192,0.086,0.245,0.759,0.383
HPQ,Information Technology,Computer Hardware,11/24/08,0.133,0.077,0.123,0.074,0.235,0.028,0.218,0.076,0.269,0.789,0.484
HPQ,Information Technology,Computer Hardware,2/18/09,0.125,0.085,0.117,0.082,0.217,0.036,0.21,0.074,0.192,0.715,0.478
HPQ,Information Technology,Computer Hardware,2/25/09,0.193,0.037,0.187,0.035,0.233,0.012,0.129,0.06,0.68,0.903,0.367
HPQ,Information Technology,Computer Hardware,2/26/09,0.186,0.033,0.179,0.032,0.204,0.013,0.135,0.067,0.7,0.878,0.336
HPQ,Information Technology,Computer Hardware,5/19/09,0.149,0.082,0.143,0.079,0.223,0.035,0.196,0.078,0.289,0.727,0.431
HPQ,Information Technology,Computer Hardware,8/18/09,0.147,0.072,0.139,0.07,0.212,0.028,0.185,0.069,0.344,0.768,0.459
HPQ,Information Technology,Computer Hardware,11/11/09,0.16,0.049,0.15,0.048,0.247,0.028,0.191,0.071,0.534,0.794,0.46
HPQ,Information Technology,Computer Hardware,11/23/09,0.147,0.059,0.138,0.057,0.212,0.021,0.183,0.073,0.425,0.82,0.429
HPQ,Information Technology,Computer Hardware,1/13/10,0.163,0.055,0.156,0.055,0.255,0.015,0.182,0.061,0.494,0.887,0.498
HPQ,Information Technology,Computer Hardware,1/19/10,0.14,0.04,0.136,0.037,0.188,0.021,0.138,0.073,0.556,0.795,0.307
HPQ,Information Technology,Computer Hardware,2/17/10,0.149,0.068,0.141,0.064,0.215,0.031,0.197,0.088,0.374,0.746,0.38
HRB,Financials,Consumer Finance,2/23/06,0.119,0.08,0.111,0.074,0.215,0.032,0.201,0.092,0.195,0.741,0.375
HRB,Financials,Consumer Finance,6/7/06,0.126,0.069,0.116,0.064,0.205,0.035,0.213,0.085,0.291,0.71,0.427
HRB,Financials,Consumer Finance,8/31/06,0.129,0.073,0.118,0.069,0.195,0.032,0.233,0.092,0.281,0.719,0.434
HRB,Financials,Consumer Finance,11/30/06,0.127,0.076,0.116,0.074,0.198,0.035,0.2,0.083,0.249,0.696,0.412
HRB,Financials,Consumer Finance,2/22/07,0.125,0.05,0.114,0.047,0.208,0.024,0.192,0.081,0.427,0.791,0.404
HRB,Financials,Consumer Finance,4/20/07,0.166,0.056,0.146,0.052,0.211,0.027,0.16,0.083,0.497,0.771,0.318
HRB,Financials,Consumer Finance,6/21/07,0.122,0.066,0.108,0.062,0.208,0.028,0.204,0.077,0.303,0.759,0.454
HRB,Financials,Consumer Finance,8/30/07,0.126,0.065,0.109,0.062,0.198,0.033,0.21,0.09,0.319,0.712,0.399
HRB,Financials,Consumer Finance,12/17/07,0.143,0.074,0.128,0.07,0.223,0.032,0.192,0.089,0.32,0.75,0.368
HRB,Financials,Consumer Finance,3/6/08,0.131,0.071,0.117,0.068,0.211,0.031,0.186,0.082,0.296,0.742,0.389
HRB,Financials,Consumer Finance,7/1/08,0.125,0.065,0.116,0.061,0.204,0.031,0.185,0.098,0.317,0.737,0.306
HRB,Financials,Consumer Finance,9/3/08,0.148,0.084,0.136,0.081,0.217,0.04,0.195,0.107,0.274,0.687,0.293
HRB,Financials,Consumer Finance,12/8/08,0.139,0.072,0.128,0.07,0.221,0.032,0.186,0.096,0.316,0.748,0.322
HRB,Financials,Consumer Finance,3/6/09,0.144,0.069,0.135,0.068,0.221,0.041,0.208,0.103,0.35,0.688,0.337
HRB,Financials,Consumer Finance,6/29/09,0.135,0.081,0.128,0.079,0.221,0.034,0.188,0.09,0.253,0.736,0.351
HRB,Financials,Consumer Finance,9/4/09,0.154,0.063,0.145,0.06,0.221,0.033,0.177,0.104,0.42,0.739,0.261
HSP,Health Care,Health Care Equipment & Services,2/28/06,0.113,0.063,0.105,0.059,0.203,0.025,0.176,0.08,0.282,0.778,0.375
HSP,Health Care,Health Care Equipment & Services,5/9/06,0.111,0.074,0.099,0.07,0.203,0.035,0.176,0.088,0.201,0.702,0.333
HSP,Health Care,Health Care Equipment & Services,8/9/06,0.107,0.079,0.094,0.074,0.21,0.033,0.19,0.075,0.152,0.731,0.433
HSP,Health Care,Health Care Equipment & Services,9/21/06,0.167,0.041,0.152,0.037,0.19,0.029,0.165,0.086,0.607,0.733,0.316
HSP,Health Care,Health Care Equipment & Services,11/8/06,0.125,0.065,0.116,0.06,0.206,0.029,0.204,0.084,0.32,0.755,0.416
HSP,Health Care,Health Care Equipment & Services,2/28/07,0.117,0.056,0.105,0.052,0.2,0.02,0.164,0.071,0.349,0.819,0.394
HSP,Health Care,Health Care Equipment & Services,5/9/07,0.126,0.05,0.117,0.047,0.228,0.023,0.176,0.071,0.432,0.816,0.424
HSP,Health Care,Health Care Equipment & Services,8/8/07,0.114,0.051,0.105,0.047,0.207,0.027,0.184,0.084,0.378,0.766,0.374
HSP,Health Care,Health Care Equipment & Services,11/8/07,0.128,0.049,0.116,0.046,0.212,0.024,0.179,0.082,0.448,0.798,0.371
HSP,Health Care,Health Care Equipment & Services,2/28/08,0.116,0.06,0.106,0.056,0.189,0.03,0.163,0.074,0.322,0.729,0.375
HSP,Health Care,Health Care Equipment & Services,5/7/08,0.119,0.056,0.108,0.051,0.221,0.027,0.177,0.07,0.36,0.779,0.435
HSP,Health Care,Health Care Equipment & Services,8/6/08,0.135,0.065,0.121,0.06,0.219,0.025,0.179,0.092,0.352,0.796,0.323
HSP,Health Care,Health Care Equipment & Services,11/5/08,0.135,0.06,0.12,0.059,0.207,0.028,0.172,0.086,0.381,0.764,0.334
HSP,Health Care,Health Care Equipment & Services,2/17/09,0.123,0.045,0.113,0.043,0.223,0.031,0.167,0.087,0.467,0.759,0.315
HSP,Health Care,Health Care Equipment & Services,3/24/09,0.145,0.064,0.137,0.06,0.227,0.037,0.186,0.093,0.387,0.718,0.332
HSP,Health Care,Health Care Equipment & Services,4/28/09,0.118,0.059,0.105,0.054,0.219,0.029,0.164,0.082,0.332,0.769,0.336
HSP,Health Care,Health Care Equipment & Services,7/29/09,0.144,0.066,0.134,0.062,0.233,0.029,0.205,0.086,0.374,0.781,0.411
HSP,Health Care,Health Care Equipment & Services,10/27/09,0.125,0.059,0.114,0.054,0.212,0.031,0.17,0.081,0.361,0.742,0.355
HSP,Health Care,Health Care Equipment & Services,12/15/09,0.156,0.063,0.149,0.062,0.219,0.034,0.164,0.069,0.424,0.732,0.405
HSP,Health Care,Health Care Equipment & Services,2/4/10,0.117,0.057,0.101,0.052,0.213,0.027,0.166,0.078,0.348,0.772,0.361
HSY,Consumer Staples,Packaged Foods & Meats,1/25/06,0.141,0.071,0.13,0.068,0.236,0.026,0.193,0.071,0.331,0.804,0.465
HSY,Consumer Staples,Packaged Foods & Meats,4/20/06,0.123,0.066,0.11,0.064,0.204,0.025,0.167,0.069,0.301,0.779,0.415
HSY,Consumer Staples,Packaged Foods & Meats,7/20/06,0.117,0.061,0.107,0.06,0.223,0.022,0.173,0.068,0.313,0.824,0.438
HSY,Consumer Staples,Packaged Foods & Meats,10/19/06,0.123,0.077,0.108,0.074,0.224,0.03,0.2,0.079,0.23,0.766,0.435
HSY,Consumer Staples,Packaged Foods & Meats,1/24/07,0.143,0.057,0.134,0.055,0.215,0.027,0.177,0.072,0.429,0.78,0.421
HSY,Consumer Staples,Packaged Foods & Meats,4/19/07,0.137,0.054,0.123,0.052,0.209,0.028,0.186,0.074,0.438,0.762,0.432
HSY,Consumer Staples,Packaged Foods & Meats,7/19/07,0.133,0.064,0.12,0.062,0.21,0.031,0.188,0.075,0.353,0.747,0.432
HSY,Consumer Staples,Packaged Foods & Meats,10/18/07,0.141,0.064,0.126,0.062,0.222,0.023,0.183,0.066,0.376,0.81,0.468
HSY,Consumer Staples,Packaged Foods & Meats,1/24/08,0.143,0.069,0.131,0.067,0.213,0.023,0.21,0.075,0.35,0.807,0.471
HSY,Consumer Staples,Packaged Foods & Meats,4/24/08,0.13,0.064,0.121,0.06,0.22,0.027,0.197,0.067,0.342,0.782,0.495
HSY,Consumer Staples,Packaged Foods & Meats,6/17/08,0.136,0.061,0.124,0.058,0.218,0.033,0.196,0.088,0.38,0.74,0.381
HSY,Consumer Staples,Packaged Foods & Meats,7/23/08,0.13,0.071,0.124,0.068,0.223,0.034,0.193,0.078,0.293,0.735,0.424
HSY,Consumer Staples,Packaged Foods & Meats,10/16/08,0.122,0.077,0.113,0.073,0.207,0.033,0.18,0.07,0.227,0.723,0.442
HSY,Consumer Staples,Packaged Foods & Meats,1/27/09,0.141,0.077,0.126,0.073,0.214,0.032,0.19,0.065,0.297,0.744,0.493
